function	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
R524-RXN	3496.38	2702.46	3942.97	3640.08	4726.669999999999	3589.2	2370.17	2013.19	2655.78	2885.61	2779.2299999999987	2345.57	2925.75	3584.94	2694.7	2945.9	3228.24	2879.4700000000007
R581-RXN	25.25	74.0	47.5	34.25	32.75	40.75	13.5	21.5	9.0	29.0	27.0	13.0	35.5	44.0	18.5	53.75	156.25	22.75
R601-RXN	27791.37	32107.28	32385.24	30753.409999999996	31473.94	29694.91	27622.78	28018.40000000001	28527.809999999994	27724.35000000001	29738.629999999986	26592.459999999995	31796.830000000005	31708.790000000008	29864.140000000007	31399.92	30943.89	30830.94
R608-RXN	0.2	0.0	0.0	0.4	0.0	0.0	1.2	1.2	0.0	0.8	2.0	0.2	0.0	0.2	0.0	0.0	0.2	0.0
R621-RXN	2700.98	2985.94	3351.48	3201.8299999999995	3443.300000000001	3160.48	2822.6	3214.39	3019.0400000000013	3123.7199999999993	2778.4999999999986	2978.2899999999995	3095.6399999999994	3196.340000000001	2869.8199999999993	2775.85	3005.11	3023.0
R82-RXN	114.65	130.0	138.45	359.33	60.75	125.2	387.32	219.84	197.72000000000003	224.97	136.72	386.4	73.95	53.58	88.04	78.87	54.83	73.83
R83-RXN	139.65000000000003	131.0	151.45	376.33	64.75	127.2	421.32	222.84	212.72000000000003	241.97	157.72	398.4	81.95	59.58	100.04	96.87	63.83	88.83
RETINYL-PALMITATE-ESTERASE-RXN	1813.99	2343.21	2125.69	1940.55	1769.73	1810.7500000000007	2252.2500000000005	2187.43	2006.36	2056.1800000000007	2025.99	2244.71	2202.32	1776.1	1960.1499999999994	2148.4	1960.38	1960.14
RFFTRANS-RXN	413.77	277.83	282.6500000000001	301.83	451.49	319.67	325.5900000000001	209.54	336.87	354.4	271.49000000000007	243.77	379.17	391.00000000000006	313.17	416.17	286.66	303.66
RHAMNISOM-RXN	3852.3	4540.940000000001	4712.6399999999985	4995.32	4641.15	4202.68	3246.350000000001	3539.6199999999994	3862.650000000001	3544.94	3788.6	3263.330000000001	4561.31	4579.5	3716.03	4140.6799999999985	4005.4200000000014	3925.17
RHAMNULOKIN-RXN	1968.34	3269.94	2297.5999999999995	2620.33	1622.49	1915.38	2370.9300000000007	2643.93	2334.980000000001	2014.18	2456.84	2046.62	3043.2699999999995	2482.25	2628.389999999999	2758.3099999999995	2252.9100000000008	2577.26
RHAMNULPALDOL-RXN	140.77000000000004	214.72	79.83	424.5	124.5	106.5	226.11	259.33000000000004	165.16000000000003	175.94999999999996	148.17000000000004	140.71999999999997	204.5	115.5	163.22	164.0	106.08	165.11
RIB5PISOM-RXN	11938.66	12996.43	14312.569999999998	13684.69	14431.97	13233.26	12590.29	12054.48	12123.740000000002	12395.630000000005	12870.14	12199.520000000002	12965.56	13279.539999999995	12500.81	13008.73	13123.44	13324.56
RIBAZOLEPHOSPHAT-RXN	4077.48	3516.0499999999993	5201.63	4930.189999999998	6156.409999999999	4839.16	3445.35	3500.0199999999995	4030.67	4106.15	3809.0	3539.699999999999	3950.91	4464.86	3612.839999999999	3809.45	4012.38	4014.93
RIBITOL-2-DEHYDROGENASE-RXN	1108.84	684.84	1212.18	1098.99	1601.91	954.67	781.2499999999999	848.99	901.5	980.51	1115.16	724.85	1089.34	1499.84	980.16	1076.41	1411.5	1085.2400000000002
RIBOFLAVIN-SYN-RXN	10229.66	10985.43	12064.33	11528.600000000002	12308.74	11282.720000000005	10301.850000000004	9980.05	10174.900000000003	10227.990000000002	10836.85	9948.55	11063.67	11605.53	10733.010000000002	10966.97	11045.759999999998	11216.63
RIBOFLAVINKIN-RXN	10611.070000000003	11481.27	12445.5	11959.98	12925.089999999998	11740.17	10673.22	10419.979999999998	10460.700000000004	10548.09	11205.909999999998	10290.749999999998	11473.04	11956.27	11109.270000000002	11325.62	11505.979999999998	11578.38
RIBOFLAVINSYNDEAM-RXN	10480.44	11085.0	12314.22	11519.93	12554.76	11630.640000000005	10544.490000000003	10124.64	10066.620000000004	10239.250000000002	11039.16	10117.080000000002	11021.380000000005	11723.6	10821.520000000002	10903.12	10963.18	11357.13
RIBOFLAVINSYNREDUC-RXN	12613.09	14580.87	14523.29	13647.68	14245.14	13787.340000000002	12744.700000000004	12790.130000000005	12752.540000000005	12414.880000000005	13662.649999999996	12280.23	14100.610000000002	14455.759999999995	13478.02	13980.020000000002	13877.93	13820.39
RIBOKIN-RXN	8097.049999999998	9824.3	9969.52	10048.01	9652.709999999995	8445.320000000003	8439.610000000002	8563.049999999997	8129.879999999999	8304.05	9326.509999999998	8298.77	9577.709999999995	8984.599999999999	8513.139999999998	9292.45	9412.45	9147.48
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	24916.98	26827.390000000007	29243.31	28640.86	30433.48000000001	27251.48999999999	24005.700000000004	23449.41000000001	24989.949999999986	24389.8	25775.17	23492.240000000005	27127.67000000001	28212.24	25231.31	26927.75000000001	26600.75999999999	26520.29
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	24916.98	26827.390000000007	29243.31	28640.86	30433.48000000001	27251.48999999999	24005.700000000004	23449.41000000001	24989.949999999986	24389.8	25775.17	23492.240000000005	27127.67000000001	28212.24	25231.31	26927.75000000001	26600.75999999999	26520.29
RIBOSYLHOMOCYSTEINASE-RXN	146.27000000000004	223.72	108.66	134.32999999999998	88.0	174.32999999999996	423.19	202.33	256.33000000000004	254.62	201.67	449.39	105.33	91.33	124.39	94.5	82.5	146.94
RIBOSYLNICOTINAMIDE-KINASE-RXN	21.0	17.5	25.33	19.5	29.5	16.0	73.25	29.0	58.0	50.5	36.5	27.0	53.5	59.0	43.5	73.5	39.0	25.0
RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN	40.0	75.0	82.0	65.0	70.0	49.0	19.0	28.0	35.0	40.0	38.0	30.0	41.0	31.0	39.0	32.0	36.0	41.0
RIBULOKIN-RXN	1832.07	3045.0600000000004	2120.82	1981.59	1530.6699999999996	1783.03	2014.33	2294.71	2299.390000000001	2004.6500000000005	2203.629999999999	1809.26	2766.68	2449.24	2389.13	2386.4	2334.55	2128.53
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	4392.65	4844.690000000001	5408.370000000001	5231.9299999999985	6006.870000000001	5441.450000000002	4096.59	3888.7	3759.21	3888.3999999999987	4464.85	3729.739999999999	4715.3899999999985	5244.05	4526.37	5025.450000000002	4644.120000000001	4518.790000000001
RIBULP3EPIM-RXN	10752.67	11549.44	12759.51	12181.249999999998	13141.7	11962.75	10779.540000000005	10530.32	10595.33	10673.950000000004	11349.489999999994	10375.260000000002	11573.929999999997	12119.77	11217.48	11533.32	11545.339999999998	11733.18
RIBULPEPIM-RXN	2176.69	3465.78	2476.53	2714.59	2039.42	2228.6600000000008	2560.9500000000007	2680.6999999999994	2664.5000000000005	2439.8	2635.919999999999	2333.75	3100.5600000000004	2872.99	2682.98	2709.03	2822.38	2504.140000000001
RNA-3-PHOSPHATE-CYCLASE-RXN	1922.24	1359.4	1611.5800000000006	1624.15	2150.51	1818.7100000000007	1466.5700000000004	1279.9499999999996	1622.0800000000006	1725.87	1686.47	1374.8300000000004	1810.23	2211.04	1733.1900000000005	1632.9799999999998	1934.3100000000006	1723.82
RNA-DIRECTED-DNA-POLYMERASE-RXN	303.16	472.25	274.98999999999995	296.39	274.30000000000007	295.64	568.0699999999998	485.6	399.07999999999987	460.54	317.12	627.7900000000002	416.86	253.13	248.98000000000005	310.87	510.82	276.13
RNA-LIGASE-ATP-RXN	6768.84	7522.949999999999	7871.629999999997	7838.450000000002	7647.549999999998	6751.2	6334.799999999998	7643.44	8013.790000000001	7182.06	6933.899999999998	6109.66	8754.11	8916.519999999999	7302.64	7588.2	7884.680000000001	7780.870000000001
RR-BUTANEDIOL-DEHYDROGENASE-RXN	860.98	1099.5100000000002	792.46	1049.65	732.83	809.7	1349.9899999999998	1223.4999999999998	1070.55	965.8099999999997	1037.04	1210.4	1154.29	1094.4200000000003	971.87	1188.62	940.91	917.4000000000003
RUBREDOXIN--NAD+-REDUCTASE-RXN	902.23	460.33	710.51	741.2600000000003	1226.1	701.87	647.6	590.32	696.48	989.03	757.8900000000001	717.2600000000001	853.36	1318.46	741.2700000000002	805.3900000000003	1023.71	759.17
RXN-0	2600.97	3139.38	3441.4699999999993	2879.28	2997.4100000000008	2460.99	2712.36	3313.589999999999	3622.93	3060.159999999999	2928.18	2748.7799999999993	3094.17	3208.61	2791.1199999999994	2975.9799999999987	3471.07	3015.88
RXN-1	5437.719999999998	7453.2	6052.1500000000015	6486.1399999999985	5540.8	5781.63	5682.56	5902.48	5478.6799999999985	5352.090000000001	6143.84	5414.01	6871.779999999999	6161.06	5957.000000000001	6673.439999999999	6391.079999999999	6006.65
RXN-10	11102.41	12629.77	13031.160000000002	12321.52	13268.32	12219.8	10984.520000000002	10817.05	10752.900000000003	10876.990000000003	11837.179999999997	10690.22	12257.670000000002	12364.7	11866.010000000002	11955.22	11905.35	12057.21
RXN-10002	1.0	16.0	8.0	1.0	42.0	1.0	2.0	1.0	2.0	1.0	3.0	13.0	3.0	8.0	0.0	1.0	6.0	3.0
RXN-10009	240.0	365.0	308.0	251.0	227.0	308.0	328.0	247.0	228.0	223.0	323.0	294.0	223.0	200.0	259.0	280.0	242.0	300.0
RXN-10020	1221.41	1160.62	2038.5800000000006	2032.75	2619.6900000000005	2006.48	1126.9599999999996	1046.66	1045.3	1356.1	1501.5499999999995	1292.2500000000002	1298.34	1825.12	1026.4299999999996	1292.29	1817.54	1275.7600000000002
RXN-10022	1221.41	1160.62	2038.5800000000006	2032.75	2619.6900000000005	2006.48	1126.9599999999996	1046.66	1045.3	1356.1	1501.5499999999995	1292.2500000000002	1298.34	1825.12	1026.4299999999996	1292.29	1817.54	1275.7600000000002
RXN-10023	1221.41	1160.62	2038.5800000000006	2032.75	2619.6900000000005	2006.48	1126.9599999999996	1046.66	1045.3	1356.1	1501.5499999999995	1292.2500000000002	1298.34	1825.12	1026.4299999999996	1292.29	1817.54	1275.7600000000002
RXN-10024	1221.41	1160.62	2038.5800000000006	2032.75	2619.6900000000005	2006.48	1126.9599999999996	1046.66	1045.3	1356.1	1501.5499999999995	1292.2500000000002	1298.34	1825.12	1026.4299999999996	1292.29	1817.54	1275.7600000000002
RXN-10025	1221.41	1160.62	2038.5800000000006	2032.75	2619.6900000000005	2006.48	1126.9599999999996	1046.66	1045.3	1356.1	1501.5499999999995	1292.2500000000002	1298.34	1825.12	1026.4299999999996	1292.29	1817.54	1275.7600000000002
RXN-10026	1221.41	1160.62	2038.5800000000006	2032.75	2619.6900000000005	2006.48	1126.9599999999996	1046.66	1045.3	1356.1	1501.5499999999995	1292.2500000000002	1298.34	1825.12	1026.4299999999996	1292.29	1817.54	1275.7600000000002
RXN-10029	142.0	139.0	182.0	125.0	105.0	150.0	180.0	117.0	70.0	109.0	131.0	159.0	103.0	88.0	106.0	79.0	71.0	127.0
RXN-10030	26.38	36.0	18.12	19.0	16.25	26.37	15.739999999999998	12.62	21.5	10.739999999999998	14.38	23.12	20.12	15.25	13.37	15.87	16.25	12.0
RXN-10031	29.42	20.57	17.57	14.0	12.0	25.71	20.57	28.14	17.57	37.72	21.0	17.990000000000006	16.57	7.5699999999999985	19.0	27.0	15.14	20.15
RXN-10032	35.42	24.57	22.57	17.0	17.0	22.71	31.57	36.14	18.57	39.72	26.0	26.99	18.57	10.57	21.0	29.0	17.14	19.15
RXN-10035	2995.77	3627.87	3768.469999999999	4040.51	3727.67	3011.1399999999994	2893.11	2916.53	2792.26	2968.3	3139.0200000000004	2800.34	3607.66	3356.5599999999995	3088.71	3581.05	3483.17	3383.67
RXN-10040	7181.879999999999	8686.710000000001	7674.920000000001	7925.749999999999	8601.840000000002	7427.560000000001	6902.730000000001	7099.41	7545.2199999999975	6921.55	7721.01	6222.750000000001	9274.58	9338.88	8020.739999999999	8982.859999999999	8233.949999999999	8008.090000000001
RXN-10041	2414.31	2549.5799999999995	2193.09	2994.03	2855.850000000001	2785.7900000000004	1757.3600000000006	1885.13	2281.6600000000008	2330.8	2212.5799999999995	2380.27	2592.49	2475.81	2160.33	2189.8399999999992	2526.44	1997.63
RXN-10042	2414.31	2549.5799999999995	2193.09	2994.03	2855.850000000001	2785.7900000000004	1757.3600000000006	1885.13	2281.6600000000008	2330.8	2212.5799999999995	2380.27	2592.49	2475.81	2160.33	2189.8399999999992	2526.44	1997.63
RXN-10043	2414.31	2549.5799999999995	2193.09	2994.03	2855.850000000001	2785.7900000000004	1757.3600000000006	1885.13	2281.6600000000008	2330.8	2212.5799999999995	2380.27	2592.49	2475.81	2160.33	2189.8399999999992	2526.44	1997.63
RXN-10044	2414.31	2549.5799999999995	2193.09	2994.03	2855.850000000001	2785.7900000000004	1757.3600000000006	1885.13	2281.6600000000008	2330.8	2212.5799999999995	2380.27	2592.49	2475.81	2160.33	2189.8399999999992	2526.44	1997.63
RXN-10045	2414.31	2549.5799999999995	2193.09	2994.03	2855.850000000001	2785.7900000000004	1757.3600000000006	1885.13	2281.6600000000008	2330.8	2212.5799999999995	2380.27	2592.49	2475.81	2160.33	2189.8399999999992	2526.44	1997.63
RXN-10046	2414.31	2549.5799999999995	2193.09	2994.03	2855.850000000001	2785.7900000000004	1757.3600000000006	1885.13	2281.6600000000008	2330.8	2212.5799999999995	2380.27	2592.49	2475.81	2160.33	2189.8399999999992	2526.44	1997.63
RXN-10047	106.93	75.28999999999998	57.26	73.4	46.43	85.03999999999998	184.47	120.21	138.60000000000002	133.67000000000002	102.24	154.60000000000005	48.83	35.62	60.03	72.78999999999998	67.57	84.47
RXN-10048	106.93	75.28999999999998	57.26	73.4	46.43	85.03999999999998	184.47	120.21	138.60000000000002	133.67000000000002	102.24	154.60000000000005	48.83	35.62	60.03	72.78999999999998	67.57	84.47
RXN-10049	106.93	75.28999999999998	57.26	73.4	46.43	85.03999999999998	184.47	120.21	138.60000000000002	133.67000000000002	102.24	154.60000000000005	48.83	35.62	60.03	72.78999999999998	67.57	84.47
RXN-10050	106.93	75.28999999999998	57.26	73.4	46.43	85.03999999999998	184.47	120.21	138.60000000000002	133.67000000000002	102.24	154.60000000000005	48.83	35.62	60.03	72.78999999999998	67.57	84.47
RXN-10051	106.93	75.28999999999998	57.26	73.4	46.43	85.03999999999998	184.47	120.21	138.60000000000002	133.67000000000002	102.24	154.60000000000005	48.83	35.62	60.03	72.78999999999998	67.57	84.47
RXN-10052	106.93	75.28999999999998	57.26	73.4	46.43	85.03999999999998	184.47	120.21	138.60000000000002	133.67000000000002	102.24	154.60000000000005	48.83	35.62	60.03	72.78999999999998	67.57	84.47
RXN-10057	1.0	0.0	5.0	3.0	1.0	14.0	4.0	6.0	9.0	3.0	13.0	14.0	9.0	6.0	7.0	10.0	9.0	5.0
RXN-10059	8512.82	6496.959999999999	10224.81	8794.56	12153.28	8526.47	7606.5999999999985	7497.899999999998	8385.620000000003	8840.18	8259.3	6976.699999999999	8404.11	10658.929999999997	8323.05	8240.899999999998	9163.17	8911.59
RXN-10060	65630.22000000003	76489.95999999999	76502.80999999997	74665.44	74899.15000000002	71784.25999999997	67887.74999999999	66081.29000000002	65241.56000000001	65682.62	70312.86000000003	63931.91000000003	74495.71	72778.57	69270.01000000001	71939.06000000003	71874.24999999997	71195.12
RXN-10061	11940.13	11349.69	15438.22	13977.55	16535.46	13809.610000000002	12566.47	11828.23	11517.01	12341.450000000004	12920.46	12018.880000000005	11627.16	13263.409999999998	12089.800000000005	12161.53	13018.560000000005	13012.38
RXN-10062	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN-10063	77.0	74.0	36.0	46.0	38.0	96.0	132.0	76.0	63.0	63.0	85.0	119.0	44.0	35.0	52.0	36.0	83.0	56.0
RXN-10068	123.0	183.48000000000005	43.81999999999999	130.82999999999998	136.82999999999998	88.5	103.17	185.33	119.82	112.17	126.66	116.16	279.82	89.83	134.65	134.33	113.99	136.99
RXN-10078	4105.799999999998	4192.96	4946.13	4338.64	5094.86	4458.56	3799.9	3561.4699999999993	3378.09	3640.52	4275.34	3648.16	3975.42	4094.95	3991.66	4539.380000000001	4520.200000000002	4336.450000000002
RXN-10079	4105.799999999998	4192.96	4946.13	4338.64	5094.86	4458.56	3799.9	3561.4699999999993	3378.09	3640.52	4275.34	3648.16	3975.42	4094.95	3991.66	4539.380000000001	4520.200000000002	4336.450000000002
RXN-10082	1570.2900000000006	1953.04	1866.27	1819.46	2218.1600000000008	2001.71	1327.4599999999996	1429.46	1591.09	1474.74	1718.4499999999996	1549.5799999999995	1831.6	1785.1799999999996	1726.9599999999996	1926.37	1747.61	1652.9399999999996
RXN-10083	8691.6	10482.57	10286.45	10110.659999999998	10469.73	9808.39	8317.880000000001	8200.68	8040.460000000001	8101.809999999998	9338.35	8116.3	9815.03	9671.88	9178.94	9749.299999999996	9419.1	9433.84
RXN-10085	4805.39	3699.9	5041.190000000001	5250.329999999998	6984.040000000001	5635.330000000001	3667.33	3774.5599999999986	4408.3	4407.62	4727.86	3927.35	4794.1500000000015	6225.030000000002	4255.799999999998	4500.58	5316.5	4395.99
RXN-10086	434.2	496.5	523.75	423.9	565.25	531.0	554.7	489.95	328.0	558.05	585.5	607.2	367.5	365.2	404.5	422.0	443.7	472.75
RXN-10089	30298.52000000001	33856.56000000001	37344.54999999999	35191.86000000001	38781.77	33422.669999999984	29572.080000000005	30068.44	30265.19	30421.72	32778.829999999994	28754.14000000001	34194.87000000002	34490.77	31129.42	33709.10000000001	35179.779999999984	32628.44
RXN-10137	694.39	1042.14	795.71	592.7199999999998	710.3399999999998	824.5799999999998	655.4100000000002	605.2699999999999	632.35	599.1099999999999	833.62	772.26	732.7799999999999	576.5	806.3300000000003	958.15	599.7599999999999	693.5400000000002
RXN-10425	4730.53	3308.86	5051.27	4895.34	6885.44	4514.440000000001	2994.25	3078.370000000001	4055.99	4087.23	4092.31	2927.5799999999995	4353.87	5409.68	3917.08	4105.290000000001	4992.31	4301.32
RXN-10445	6252.1100000000015	4694.5999999999985	6754.800000000001	6762.16	9264.750000000002	6924.670000000001	4542.339999999998	4032.91	4848.370000000001	5161.120000000001	5443.8200000000015	4387.430000000001	5555.47	7030.8899999999985	5173.850000000001	5651.84	6141.440000000001	5518.05
RXN-10446	2191.8	1143.66	1947.68	1895.0	3228.26	1846.08	1311.42	1516.12	1709.06	1950.82	1994.34	1385.54	2102.5400000000004	2810.12	1860.6	2157.74	2616.46	2006.8
RXN-10462	17737.230000000007	16996.34	18706.480000000007	19449.030000000006	22403.390000000007	19891.370000000006	17855.710000000006	15457.04	15663.66	16810.05	18028.94	16950.31	17608.03	19766.88	17589.28	18013.230000000003	17848.37	17889.069999999996
RXN-10614	8.0	6.0	14.0	6.0	3.0	2.0	11.0	3.0	6.0	10.0	10.0	18.0	4.0	5.0	12.0	13.0	7.0	10.0
RXN-10615	8.0	6.0	14.0	6.0	3.0	2.0	11.0	3.0	6.0	10.0	10.0	18.0	4.0	5.0	12.0	13.0	7.0	10.0
RXN-10620	722.8300000000003	1033.52	738.74	909.89	398.84	675.3899999999999	961.31	1088.16	1269.36	894.4699999999998	941.48	882.62	936.5	762.76	923.92	1016.3000000000003	914.1	876.23
RXN-10625	887.0000000000001	516.16	641.1600000000002	694.3299999999998	1087.84	608.3299999999998	564.5	538.0	661.5	721.17	679.8299999999998	509.83	915.16	1233.0	728.16	778.83	906.66	728.6600000000002
RXN-1064	26.0	6.0	14.0	18.0	8.0	5.0	35.0	9.0	16.0	21.0	22.0	29.0	9.0	7.0	13.0	19.0	10.0	15.0
RXN-10642	10392.49	11064.32	12232.830000000002	11724.600000000002	12686.57	11481.050000000005	10268.960000000003	10072.49	10234.180000000002	10328.880000000003	10947.18	9959.66	11208.67	11725.7	10881.560000000003	11089.3	11119.429999999997	11364.570000000003
RXN-10643	782.0	347.0	596.3299999999998	570.8299999999998	962.67	530.1700000000002	468.67	401.33	540.3299999999998	632.3299999999998	576.5	420.0	734.6700000000002	1138.5	605.5	649.5	842.3299999999998	611.0
RXN-10654	8512.82	6496.959999999999	10224.81	8794.56	12153.28	8526.47	7606.5999999999985	7497.899999999998	8385.620000000003	8840.18	8259.3	6976.699999999999	8404.11	10658.929999999997	8323.05	8240.899999999998	9163.17	8911.59
RXN-10655	65630.22000000003	76489.95999999999	76502.80999999997	74665.44	74899.15000000002	71784.25999999997	67887.74999999999	66081.29000000002	65241.56000000001	65682.62	70312.86000000003	63931.91000000003	74495.71	72778.57	69270.01000000001	71939.06000000003	71874.24999999997	71195.12
RXN-10656	11940.13	11349.69	15438.22	13977.55	16535.46	13809.610000000002	12566.47	11828.23	11517.01	12341.450000000004	12920.46	12018.880000000005	11627.16	13263.409999999998	12089.800000000005	12161.53	13018.560000000005	13012.38
RXN-10657	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN-10658	8512.82	6496.959999999999	10224.81	8794.56	12153.28	8526.47	7606.5999999999985	7497.899999999998	8385.620000000003	8840.18	8259.3	6976.699999999999	8404.11	10658.929999999997	8323.05	8240.899999999998	9163.17	8911.59
RXN-10659	65630.22000000003	76489.95999999999	76502.80999999997	74665.44	74899.15000000002	71784.25999999997	67887.74999999999	66081.29000000002	65241.56000000001	65682.62	70312.86000000003	63931.91000000003	74495.71	72778.57	69270.01000000001	71939.06000000003	71874.24999999997	71195.12
RXN-10660	11940.13	11349.69	15438.22	13977.55	16535.46	13809.610000000002	12566.47	11828.23	11517.01	12341.450000000004	12920.46	12018.880000000005	11627.16	13263.409999999998	12089.800000000005	12161.53	13018.560000000005	13012.38
RXN-10661	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN-10664	8843.790000000003	8838.05	9386.1	10314.96	9817.18	9479.01	8434.560000000001	7314.48	8346.62	8200.65	8842.609999999999	7992.69	9726.64	10198.859999999997	8946.400000000003	9554.909999999998	9457.229999999998	9846.320000000003
RXN-10665	782.0	347.0	596.3299999999998	570.8299999999998	962.67	530.1700000000002	468.67	401.33	540.3299999999998	632.3299999999998	576.5	420.0	734.6700000000002	1138.5	605.5	649.5	842.3299999999998	611.0
RXN-10669	778.0	350.0	607.0	579.5	976.0	529.5	474.0	392.0	548.0	630.0	587.5	418.0	738.0	1149.5	613.5	664.5	840.0	625.0
RXN-10670	3.0	1.0	7.0	4.0	11.0	3.0	6.0	7.0	6.0	8.0	7.0	6.0	4.0	5.0	13.0	5.0	6.0	5.0
RXN-10671	3.0	1.0	7.0	4.0	11.0	3.0	6.0	7.0	6.0	8.0	7.0	6.0	4.0	5.0	13.0	5.0	6.0	5.0
RXN-10672	0.0	0.0	0.33	0.0	0.0	0.0	22.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-10673	0.0	0.0	0.33	0.0	0.0	0.0	22.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-10696	2290.84	3856.3	2914.100000000001	2670.3100000000004	1798.5199999999998	2258.96	2448.6600000000008	2948.38	2720.4300000000007	2371.84	2803.7199999999993	2379.600000000001	3415.34	2786.29	2915.8499999999995	3111.7	2918.32	2957.24
RXN-10697	40087.000000000015	48268.47	47354.85000000002	44920.19000000002	44957.91	44211.10999999999	41360.47999999999	40916.12	38634.349999999984	39965.18999999999	44140.51000000002	38722.35000000001	46989.36000000001	45470.46999999999	44334.88000000001	46474.92000000001	45386.01	45659.09999999999
RXN-10698	17816.440000000002	16024.910000000002	19968.610000000008	18866.96	23641.11	20242.31	15500.53	13894.419999999998	15297.179999999997	16093.05	16972.109999999993	14983.450000000004	16840.650000000005	18785.18	16627.350000000006	17284.770000000008	17520.809999999998	17342.16
RXN-10699	13617.94	15512.87	15413.350000000002	15099.13	16010.830000000002	14995.410000000002	13103.780000000004	13836.79	14080.31	13761.550000000005	14259.639999999998	12394.990000000002	16005.750000000005	15558.69	14615.259999999998	15030.890000000005	15138.239999999998	15065.69
RXN-10700	13617.94	15512.87	15413.350000000002	15099.13	16010.830000000002	14995.410000000002	13103.780000000004	13836.79	14080.31	13761.550000000005	14259.639999999998	12394.990000000002	16005.750000000005	15558.69	14615.259999999998	15030.890000000005	15138.239999999998	15065.69
RXN-10701	13617.94	15512.87	15413.350000000002	15099.13	16010.830000000002	14995.410000000002	13103.780000000004	13836.79	14080.31	13761.550000000005	14259.639999999998	12394.990000000002	16005.750000000005	15558.69	14615.259999999998	15030.890000000005	15138.239999999998	15065.69
RXN-10702	17816.440000000002	16024.910000000002	19968.610000000008	18866.96	23641.11	20242.31	15500.53	13894.419999999998	15297.179999999997	16093.05	16972.109999999993	14983.450000000004	16840.650000000005	18785.18	16627.350000000006	17284.770000000008	17520.809999999998	17342.16
RXN-10703	17816.440000000002	16024.910000000002	19968.610000000008	18866.96	23641.11	20242.31	15500.53	13894.419999999998	15297.179999999997	16093.05	16972.109999999993	14983.450000000004	16840.650000000005	18785.18	16627.350000000006	17284.770000000008	17520.809999999998	17342.16
RXN-10704	40087.000000000015	48268.47	47354.85000000002	44920.19000000002	44957.91	44211.10999999999	41360.47999999999	40916.12	38634.349999999984	39965.18999999999	44140.51000000002	38722.35000000001	46989.36000000001	45470.46999999999	44334.88000000001	46474.92000000001	45386.01	45659.09999999999
RXN-10705	40087.000000000015	48268.47	47354.85000000002	44920.19000000002	44957.91	44211.10999999999	41360.47999999999	40916.12	38634.349999999984	39965.18999999999	44140.51000000002	38722.35000000001	46989.36000000001	45470.46999999999	44334.88000000001	46474.92000000001	45386.01	45659.09999999999
RXN-10706	2290.84	3856.3	2914.100000000001	2670.3100000000004	1798.5199999999998	2258.96	2448.6600000000008	2948.38	2720.4300000000007	2371.84	2803.7199999999993	2379.600000000001	3415.34	2786.29	2915.8499999999995	3111.7	2918.32	2957.24
RXN-10707	2290.84	3856.3	2914.100000000001	2670.3100000000004	1798.5199999999998	2258.96	2448.6600000000008	2948.38	2720.4300000000007	2371.84	2803.7199999999993	2379.600000000001	3415.34	2786.29	2915.8499999999995	3111.7	2918.32	2957.24
RXN-10708	13.9	14.67	12.17	16.5	15.47	39.040000000000006	26.040000000000006	23.9	13.36	13.07	22.0	21.77	15.77	22.57	20.63	13.039999999999996	15.9	11.74
RXN-10711	1813.99	2343.21	2125.69	1940.55	1769.73	1810.7500000000007	2252.2500000000005	2187.43	2006.36	2056.1800000000007	2025.99	2244.71	2202.32	1776.1	1960.1499999999994	2148.4	1960.38	1960.14
RXN-10715	30298.52000000001	33856.56000000001	37344.54999999999	35191.86000000001	38781.77	33422.669999999984	29572.080000000005	30068.44	30265.19	30421.72	32778.829999999994	28754.14000000001	34194.87000000002	34490.77	31129.42	33709.10000000001	35179.779999999984	32628.44
RXN-10724	33.5	20.0	92.0	19.5	7.5	24.0	63.5	40.0	39.0	32.0	39.5	76.5	24.5	13.0	11.0	25.0	14.5	18.5
RXN-10755	1.0	2.0	1.0	9.0	1.0	6.0	71.75	13.0	20.0	28.0	12.17	19.0	15.0	9.0	13.0	11.0	8.08	8.0
RXN-10756	100.99	68.0	71.67	90.0	135.67	75.32000000000002	153.99	92.0	75.34	116.99	81.65	80.35000000000002	111.66	112.98	96.35	101.32	70.67	111.67
