function	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
2.1.1.131-RXN	3942.569999999999	5846.620000000001	5118.370000000001	4762.23	4243.78	4325.78	4426.21	4626.1399999999985	3930.970000000001	4100.53	4650.77	4358.64	4977.659999999999	4317.6399999999985	4556.339999999998	4844.07	4653.730000000001	4650.67
2.1.1.132-RXN	4839.5	6543.01	5942.08	5689.459999999999	5466.54	5303.09	4806.68	5115.38	4701.43	4799.58	5247.3899999999985	4867.090000000001	5725.97	5176.410000000002	5284.34	5842.1799999999985	5491.190000000001	5368.63
2.1.1.133-RXN	4688.729999999999	6469.450000000002	5930.700000000002	5636.4	5480.449999999999	5306.280000000002	4712.38	4917.31	4385.47	4568.3600000000015	5156.940000000001	4716.800000000001	5489.659999999999	5018.969999999998	5133.840000000001	5515.24	5213.230000000001	5192.51
2.1.1.151-RXN	2542.61	2455.2300000000005	3226.16	2845.34	3544.45	3094.26	2506.810000000001	2265.03	2071.99	2452.1199999999994	2515.3	2601.48	2027.21	2213.6800000000007	2246.49	2524.4699999999993	2408.0	2342.13
2.1.1.17-RXN	2411.34	2677.67	3556.67	2938.83	3194.08	3089.0	3018.58	2215.83	1933.0	2196.17	2782.83	2703.84	2052.0	2257.67	2365.0	2527.58	2459.5	2485.91
2.1.1.34-RXN	1470.7399999999998	1791.33	1827.73	1520.5800000000006	1510.75	1565.9899999999998	1662.41	2154.32	2038.58	1916.49	1606.0600000000006	1413.3499999999995	2197.75	2259.98	1875.52	1773.8199999999995	1884.58	1946.5
2.1.1.44-RXN	1930.84	3220.3	2252.7	2297.88	1418.26	1841.6	2142.8800000000006	2542.38	2283.780000000001	2003.61	2280.84	1973.44	3037.14	2547.510000000001	2507.8299999999995	2777.6799999999994	2497.100000000001	2494.53
2.1.1.63-RXN	19142.860000000008	20393.310000000005	22342.31	21704.69	23639.410000000003	21315.600000000006	18926.84	18126.950000000004	18697.849999999995	18877.429999999997	20030.259999999987	17861.199999999993	20618.21	21461.72	19477.460000000006	20579.52	20943.469999999994	20515.140000000007
2.1.1.64-RXN	10563.22	9159.76	11514.250000000002	11756.38	14706.87	11774.71	8398.14	7595.0	8536.900000000001	8855.859999999999	9706.239999999998	8349.66	9627.39	11573.429999999997	9357.250000000002	10224.4	10260.31	9973.22
2.1.1.71-RXN	2411.34	2677.67	3556.67	2938.83	3194.08	3089.0	3018.58	2215.83	1933.0	2196.17	2782.83	2703.84	2052.0	2257.67	2365.0	2527.58	2459.5	2485.91
2.1.1.72-RXN	21149.77000000001	21008.54	23322.11	22270.99	25295.419999999995	24322.69	21297.590000000004	20013.96000000001	19895.260000000013	21176.38	21796.210000000006	20490.18	21410.17	21770.03	21529.890000000007	21549.51	21612.440000000006	21994.5
2.1.1.74-RXN	2693.7300000000005	2820.89	3465.12	3209.49	3388.67	3405.19	3314.67	2564.61	2153.5	2578.1	2987.2000000000007	3035.7	2241.28	2418.73	2606.86	2598.0199999999995	2539.83	2641.77
2.1.1.77-RXN	17667.120000000006	16916.250000000004	19653.880000000005	18597.79	22124.960000000006	19310.580000000005	15648.63	14349.679999999995	15832.569999999998	16185.860000000002	17349.139999999996	15131.320000000003	17505.300000000007	19862.27	17129.019999999997	17929.640000000007	18171.43	17875.04
2.1.1.79-RXN	15729.38	17463.370000000006	19894.74	18504.43	20353.43	17873.95	14711.71	14138.269999999995	14215.51	14737.23	16763.329999999998	14324.450000000004	16252.3	16551.73	15872.44	16780.03	17116.010000000002	16941.97
2.1.3.7-RXN	25.42	74.0	47.5	34.42	32.75	40.92	13.67	21.5	9.33	29.17	27.17	13.17	35.5	44.0	18.5	53.92	156.25	22.92
2.1.3.9-RXN	767.99	686.5000000000001	714.75	719.33	576.09	767.49	942.16	660.0799999999998	762.67	654.07	956.65	920.85	635.8299999999998	795.48	933.85	927.82	772.5	1068.92
2.1.4.2-RXN	44.0	6.0	14.0	32.0	13.0	12.0	59.0	16.0	28.0	33.0	36.0	41.0	16.0	9.0	20.0	27.0	13.0	22.0
2.3.1.101-RXN	909.4999999999997	524.5100000000001	802.35	731.6500000000003	1107.84	705.51	689.5	585.32	659.17	758.83	747.8100000000002	612.3299999999998	871.33	1299.34	771.0	776.3300000000003	955.51	755.6700000000002
2.3.1.118-RXN	3340.19	4115.65	3592.6800000000007	3414.99	3580.91	3211.42	3114.4700000000007	3113.0699999999993	3053.0199999999995	3058.7499999999995	3397.42	3087.55	4165.27	4007.78	3409.1099999999988	4007.22	3977.57	3435.06
2.3.1.128-RXN	21786.540000000008	24637.08000000001	25327.17000000001	26426.18000000001	25905.550000000007	23327.10999999999	23375.38	22945.06000000001	22789.9	22299.91	23231.75000000001	21956.110000000008	24650.790000000008	25251.75	22569.75000000001	24069.69000000002	23832.459999999992	23809.94000000001
2.3.1.157-RXN	10226.49	11016.77	11372.180000000002	11488.6	12179.58	11397.05	10126.680000000002	9413.89	9383.580000000004	9650.320000000003	10703.52	9790.72	10724.500000000002	11091.03	10446.840000000004	10746.3	10696.6	10783.13
2.3.1.165-RXN	73.25	129.0	105.5	49.25	51.75	69.75	59.5	67.5	44.0	69.0	57.0	56.0	96.5	58.0	71.5	119.75	204.25	70.75
2.3.1.168-RXN	1328.74	1168.89	1688.12	2176.16	2166.83	1956.7	1295.5099999999998	1169.28	1156.8300000000004	1326.78	1402.5500000000004	1756.35	1108.4499999999996	1461.25	1007.01	1430.1999999999996	1494.33	1156.6
2.3.1.179-RXN	19319.180000000004	21158.81	23613.660000000003	23143.950000000004	24071.290000000005	21076.35	18862.83	18577.070000000003	18833.410000000003	19118.680000000008	20361.72	17988.160000000003	21655.260000000006	21792.46	19955.129999999994	21380.78	21260.97	21176.79
2.3.1.180-RXN	21394.56	26374.62000000001	26755.140000000007	24846.35000000001	23813.66	22708.73	22083.44	23980.07000000001	24055.239999999994	22953.040000000008	23561.970000000005	20958.940000000006	27263.37000000001	26073.28	24304.890000000007	24944.09000000001	24931.0	25532.89
2.3.1.184-RXN	1221.41	1160.62	2038.5800000000006	2032.75	2619.6900000000005	2006.48	1126.9599999999996	1046.66	1045.3	1356.1	1501.5499999999995	1292.2500000000002	1298.34	1825.12	1026.4299999999996	1292.29	1817.54	1275.7600000000002
2.3.1.41-RXN	8512.82	6496.959999999999	10224.81	8794.56	12153.28	8526.47	7606.5999999999985	7497.899999999998	8385.620000000003	8840.18	8259.3	6976.699999999999	8404.11	10658.929999999997	8323.05	8240.899999999998	9163.17	8911.59
2.3.1.89-RXN	112.27	135.0	145.32999999999996	102.83	55.5	112.33	337.83	184.22	216.22000000000003	211.23	132.17000000000002	406.28	63.83	47.33	83.67	78.0	45.5	89.83
2.3.2.13-RXN	116.27	118.22	139.32999999999998	353.3300000000001	53.5	114.83	373.69	214.33	185.33	222.12	124.34	360.39	70.83	53.33	82.89	67.0	48.58	67.94
2.4.1.117-RXN	94.75	92.34	106.19	67.15	40.83	62.65	74.06	108.33	289.93999999999994	170.27999999999997	91.04	88.50999999999998	144.55	107.22	102.97	237.97	161.69	113.29999999999998
2.4.1.119-RXN	16.0	9.0	7.0	3.0	3.0	5.0	13.0	19.0	7.0	18.0	11.0	10.0	5.0	4.0	11.0	13.0	4.0	12.0
2.4.1.129-RXN	4518.089999999998	6704.829999999999	4845.699999999999	5103.069999999999	3825.55	4524.3899999999985	5783.54	6086.87	5450.85	5030.1100000000015	5752.65	5675.0700000000015	6489.62	5636.17	5820.039999999999	6088.719999999998	5629.560000000001	5910.56
2.4.1.144-RXN	5.0	7.0	4.0	13.0	9.0	5.0	12.75	7.0	4.0	3.0	5.0	4.0	6.0	11.0	3.0	4.0	1.0	2.0
2.4.1.161-RXN	510.0	304.0	326.0	690.0	593.0	770.0	176.0	124.0	463.0	303.0	269.0	404.0	504.0	698.0	282.0	344.0	431.0	286.0
2.4.1.19-RXN	79.5	53.5	73.25	102.5	106.75	173.0	50.0	42.25	85.0	62.75	107.0	79.0	59.5	55.5	78.5	61.0	62.5	65.75
2.4.1.212-RXN	183.99	197.00000000000003	391.67	85.5	64.67	131.82	175.49	119.0	344.34	244.49	124.65	210.35	161.66	129.48	133.35	113.32	135.67000000000002	104.17
2.4.1.213-RXN	11.0	2.0	4.0	0.0	50.0	3.0	0.0	18.0	0.0	1.0	7.0	2.0	1.0	2.0	1.0	1.0	2.0	3.0
2.4.1.217-RXN	221.67	424.01	270.17	222.33	134.17000000000002	251.0	217.68	283.18000000000006	325.17	220.68	295.49	235.84	286.67	229.17	259.49	240.66	356.17	334.67999999999995
2.4.1.230-RXN	14.0	14.0	32.0	53.0	59.0	13.0	31.0	23.0	16.0	26.0	24.0	25.0	49.0	65.0	31.0	39.0	31.0	20.0
2.4.1.46-RXN	2.0	2.0	1.0	3.0	0.0	11.0	6.0	2.0	3.0	3.0	10.0	5.0	4.0	1.0	4.0	5.0	3.0	4.0
2.4.1.52-RXN	39.0	64.0	39.0	54.8	36.6	28.2	85.2	47.6	49.8	52.6	36.40000000000001	55.2	39.2	38.4	57.6	30.4	41.8	57.0
2.4.1.57-RXN	2274.84	3796.79	2496.53	2644.72	1656.41	2213.600000000001	2670.380000000001	3010.54	2738.9400000000005	2415.78	2827.67	2496.44	3646.96	2907.51	2937.1499999999987	3082.0099999999993	3130.7700000000004	2995.36
2.4.1.58-RXN	0.0	0.0	0.0	0.0	0.0	0.0	5.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.83-RXN	8002.259999999998	11087.9	9308.4	8776.85	7503.8600000000015	8384.71	9735.340000000002	10210.65	9579.690000000002	8802.54	9544.14	8952.53	10576.45	9245.739999999998	9852.950000000004	9850.7	9027.600000000002	9797.320000000003
2.4.2.12-RXN	415.9	377.93	775.1500000000002	519.3	667.5899999999998	470.3	412.87	341.5900000000001	566.69	600.27	465.36	398.53	478.47	610.77	398.3	513.9	523.5299999999999	390.73000000000013
2.4.2.37-RXN	62.0	86.0	129.0	69.5	79.0	102.5	65.0	34.0	57.0	47.0	59.5	52.0	41.0	65.5	53.5	73.5	50.0	48.0
2.5.1.19-RXN	10815.25	11555.659999999998	12614.88	12071.370000000004	13000.75	11883.29	10997.110000000002	10727.420000000002	10871.170000000004	11029.990000000005	11419.55	10717.0	11630.22	12021.439999999995	11247.430000000006	11686.670000000002	11828.65	11785.07
2.5.1.39-RXN	9774.13	9812.02	12357.460000000005	10945.22	12393.25	10827.660000000002	9339.630000000003	9607.6	10383.910000000002	10039.590000000002	10051.6	9005.060000000001	10146.41	10799.789999999997	9982.280000000002	10263.880000000003	10557.79	10842.870000000004
2.5.1.42-RXN	118.17	243.0	183.17	107.17	141.0	90.33	101.33	113.33	89.0	64.0	102.5	125.0	185.67	104.0	141.17000000000004	230.67	93.17	112.0
2.5.1.43-RXN	49.33	46.0	29.0	47.33	21.0	57.33	65.0	27.67	33.0	36.0	79.33	64.33	24.67	31.0	34.0	40.0	25.0	35.33
2.5.1.44-RXN	1176.41	1268.17	1720.67	1467.4999999999998	1619.88	1512.37	1395.45	1094.73	949.53	1069.24	1388.5	1237.61	1006.1	1151.0700000000004	1167.3	1265.4500000000005	1258.9	1199.48
2.5.1.46-RXN	1476.48	1516.06	2019.72	1467.49	1773.5	1593.98	1738.16	1967.48	1951.4	1900.73	1622.37	1565.9399999999996	1856.65	1810.7100000000007	1749.5999999999995	1586.47	1598.0700000000004	1791.16
2.5.1.64-RXN	2602.32	4066.49	3693.89	3203.82	2682.17	2612.23	3265.16	3968.99	3389.58	3198.330000000001	3304.89	3126.51	4097.91	3596.48	3487.6800000000007	3401.4	3426.99	3620.57
2.5.1.68-RXN	2405.6799999999994	4062.31	2906.37	2848.05	1847.76	2382.7699999999995	2519.06	3135.8899999999994	2896.120000000001	2442.96	2951.9999999999995	2399.78	3602.969999999999	2954.68	3085.8199999999993	3297.34	3144.11	3192.55
2.6.1.18-RXN	6354.120000000001	5187.34	7295.930000000001	7170.919999999999	9302.15	7368.06	5351.129999999999	4549.009999999998	4949.810000000001	5556.66	6002.84	5294.02	5446.299999999998	6794.129999999999	5546.100000000001	5915.3499999999985	6289.31	5928.19
2.6.1.22-RXN	4026.3999999999987	4819.2	4040.03	4141.98	4413.459999999998	3974.1	3661.01	4000.549999999999	4022.28	3932.13	4155.9299999999985	3632.35	4879.0999999999985	4861.6399999999985	4344.580000000001	4564.969999999998	4472.600000000001	4060.76
2.6.1.30-RXN	27.0	32.0	7.0	34.0	47.0	56.0	11.0	8.0	24.0	11.0	16.0	19.0	31.0	41.0	17.0	11.0	20.0	16.0
2.6.1.37-RXN	981.6	509.31	831.13	788.29	1176.0300000000002	740.8000000000002	895.7400000000001	709.2399999999999	812.1800000000002	1004.63	858.96	965.32	860.6200000000001	1264.97	753.0799999999998	925.27	1087.12	809.28
2.6.1.40-RXN	0.0	2.0	1.0	0.0	2.0	1.0	4.0	2.0	3.0	7.0	6.0	9.0	5.0	4.0	6.0	4.0	4.0	2.0
2.6.1.50-RXN	0.33	0.67	0.0	0.0	0.33	1.33	2.0	3.33	0.67	2.0	0.33	3.0	2.0	0.67	1.33	0.33	0.67	1.33
2.6.1.57-RXN	6955.49	4936.52	7367.850000000001	7536.7199999999975	10896.65	7694.89	4396.19	4092.51	5089.97	5940.1399999999985	5593.27	4657.41	5835.019999999999	7662.19	5334.22	5918.439999999999	6613.339999999998	5774.85
2.6.1.82-RXN	364.24	543.9800000000001	328.0499999999999	268.25000000000006	177.82	358.9899999999999	479.73000000000013	387.75	523.6500000000002	489.26	431.99	508.06	484.89	348.4	486.99	407.99	434.63000000000005	298.88
2.7.1.148-RXN	8993.300000000001	9700.02	10308.81	10439.44	11266.0	10070.160000000002	8854.920000000002	8377.819999999998	8364.28	8635.1	9483.87	8536.14	9552.820000000003	10021.889999999998	9196.840000000002	9568.250000000002	9610.94	9477.8
2.7.1.156-RXN	6854.980000000001	7605.579999999999	8995.800000000001	8513.78	9404.250000000002	7922.0	6340.0	6916.23	6673.18	6788.76	7019.799999999998	6378.220000000001	7630.1399999999985	7622.469999999998	6889.910000000002	7355.589999999997	7420.009999999998	7370.030000000002
2.7.1.63-RXN	2665.9899999999993	4306.57	3105.12	3043.6	2075.6100000000006	2670.57	2932.0800000000013	3359.98	3098.7300000000005	2648.88	3315.7899999999995	2739.81	3853.52	3226.28	3340.4599999999987	3557.75	3407.2200000000007	3456.77
2.7.1.69-RXN	17620.800000000007	18595.67	19247.020000000004	21274.33	22557.4	19957.93	17967.44	15427.619999999995	16375.970000000005	16952.069999999996	17700.0	17560.850000000002	17863.450000000004	18891.72	16704.670000000006	17878.000000000004	17766.6	17651.590000000004
2.7.1.90-RXN	478.34	398.67	751.67	632.33	851.33	609.5000000000001	387.83	444.83	345.5	435.17	583.3299999999998	489.34	414.0	499.17	399.0	425.33	602.5	458.66
2.7.10.1-RXN	1553.5	1263.48	1281.1599999999999	1684.4900000000002	1852.0	1581.17	1007.4999999999998	1041.82	1290.83	1198.3300000000004	1272.48	1206.65	1683.8099999999997	2048.16	1302.99	1374.99	1582.0	1265.1599999999999
2.7.13.1-RXN	3549.58	2288.23	3722.26	3717.65	5167.5	3560.22	1656.7399999999998	1434.11	2462.76	2429.55	2315.81	1797.6400000000006	2751.89	3610.72	2214.51	2585.15	3099.49	2571.32
2.7.13.3-RXN	99399.90000000002	105444.84	111512.25	111310.0	119295.82	110263.49999999996	96434.31	90519.07	92375.56999999998	94583.30999999998	102454.98000000004	93311.19	103897.86000000004	108162.30999999998	100401.75	104197.5	103502.14	104682.19
2.7.3.9-RXN	9528.36	10122.67	11005.26	11399.6	12318.59	11068.940000000002	9248.080000000002	8476.96	8529.090000000004	9009.57	9973.62	8877.539999999999	9873.240000000002	10486.849999999997	9434.830000000002	9974.700000000004	10079.85	9861.89
2.7.7.1-RXN	1757.2500000000002	988.73	1774.73	1733.9899999999993	2510.1599999999994	1473.5500000000004	1121.49	918.7800000000003	1575.7400000000002	1543.89	1430.9799999999998	960.9800000000004	1651.4	2253.06	1365.01	1593.6599999999994	1825.8100000000006	1477.4800000000002
2.7.7.13-RXN	13025.239999999994	14046.94	14438.1	14708.429999999997	15324.86	14552.680000000002	13343.750000000002	13176.94	13226.879999999996	13396.280000000002	13731.429999999997	12961.380000000005	14518.26	15046.739999999998	13751.140000000005	14092.21	14113.089999999995	14160.02
2.7.7.14-RXN	1.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	7.0	0.0	7.0
2.7.7.33-RXN	3516.7500000000005	3099.99	4380.940000000001	3973.820000000001	4856.299999999998	3713.13	3008.28	2870.09	2986.550000000001	3142.1	3300.5999999999995	2910.38	3448.1599999999994	3753.130000000001	3247.0199999999986	3520.05	3715.6700000000014	3609.57
2.7.7.39-RXN	470.42	801.5	991.0	542.4200000000002	485.75	621.25	495.0	673.16	638.5	550.5	619.5	546.8299999999998	524.6700000000002	502.0	554.1700000000002	673.42	701.59	552.4200000000002
2.7.7.60-RXN	9742.990000000002	10723.63	11477.6	11456.44	11805.65	10799.050000000003	9640.280000000002	9384.22	9452.750000000002	9462.840000000002	10335.179999999997	9338.46	10532.110000000002	10740.139999999998	10080.840000000002	10610.06	10475.2	10509.65
2.7.7.8-RXN	10617.49	11557.6	12406.83	11944.6	12879.57	11743.05	10628.850000000004	10419.38	10448.570000000003	10533.990000000002	11265.18	10248.05	11510.170000000002	11921.7	11218.340000000002	11273.800000000005	11349.429999999997	11570.46
2.7.8.11-RXN	251.0	390.0	464.5	327.5	316.0	336.0	214.0	358.0	257.5	218.0	323.0	234.0	244.0	204.5	310.0	289.0	267.5	283.5
2.7.8.12-RXN	2228.66	3541.38	1971.0300000000007	2400.96	1596.27	2255.76	2399.0199999999995	3212.65	2907.7599999999993	2145.33	2594.72	2222.07	3340.8099999999995	3217.07	2659.7900000000004	3000.9999999999995	3255.22	2840.76
2.7.8.24-RXN	1063.04	1136.67	1615.67	1410.23	1610.08	1397.5	1209.28	1093.03	827.5	1155.9699999999998	1282.83	1273.54	897.0	992.87	1030.0	1073.58	1231.7	1094.91
2.7.8.25-RXN	3580.37	2568.52	3526.18	3779.9	5046.049999999998	3834.65	2438.76	1932.92	2787.61	3050.2799999999993	2606.5699999999993	2542.6199999999994	3166.6599999999994	4031.86	2658.56	3005.65	3205.09	2836.81
2.7.8.6-RXN	916.25	550.75	787.08	791.0	1157.0	709.0	663.25	530.5	694.75	746.0	746.75	574.75	869.0	1279.75	748.0	810.75	1020.25	766.75
2.7.9.3-RXN	6198.540000000001	6058.03	6079.09	6680.0999999999985	7390.48	6556.420000000001	5367.779999999999	4969.369999999999	5267.8200000000015	5748.99	5752.5999999999985	5149.55	6623.669999999999	7149.499999999999	5968.350000000001	6003.539999999997	6156.11	6023.49
2.8.1.6-RXN	9246.1	9975.79	10879.180000000002	10565.4	11319.669999999998	10272.75	9089.46	8984.699999999999	9362.6	9244.65	9612.579999999998	8726.039999999999	10328.05	11082.94	9681.790000000005	9962.2	10039.659999999998	10202.63
2.8.3.10-RXN	3.0	2.0	0.0	1.8	2.6	2.2	1.2	3.6	6.8	5.6000000000000005	4.4	3.2	3.2	6.4	5.6	3.4000000000000004	2.8000000000000003	6.0
2.8.3.13-RXN	36.0	51.0	66.0	33.0	11.0	53.0	56.0	30.0	39.0	35.0	31.0	50.0	37.0	24.0	37.0	54.0	22.0	27.0
2.8.3.7-RXN	340.0	285.5	273.0	314.1	624.6999999999998	363.9	378.4	315.7	227.6	351.7	238.3	154.4	406.4	361.3	341.7	302.2999999999999	271.1	369.0
2.8.3.9-RXN	608.54	796.33	809.0	588.0	583.6700000000002	718.9999999999999	1178.33	675.7700000000002	698.44	727.12	729.0000000000001	1143.89	514.3299999999998	462.66	592.0	614.67	508.33	621.66
2.9.1.1-RXN	3793.89	4398.469999999998	4170.8499999999985	4164.419999999999	4038.6	3836.840000000001	3959.5	3597.8299999999995	3509.05	3702.37	3913.589999999999	3477.63	4511.83	4245.369999999999	3965.22	3788.59	3870.07	4017.68
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	473.75000000000006	577.9	733.34	816.1800000000002	800.2300000000001	648.9500000000003	462.79	534.91	762.89	618.7299999999998	622.6000000000001	534.1800000000002	608.35	594.58	487.4	780.1800000000002	771.67	533.1500000000002
25-DIOXOVALERATE-DEHYDROGENASE-RXN	0.33	0.17	0.17	0.33	0.17	0.17	0.17	0.0	0.33	0.5	0.33	0.5	0.17	0.17	0.33	0.17	1.0	0.17
2OXOGLUTDECARB-RXN	10148.240000000002	10172.95	11448.18	11220.510000000002	12722.17	11261.64	9970.680000000004	9593.87	9992.590000000004	10022.65	10473.169999999998	9556.88	10463.5	11478.869999999995	10249.020000000002	10426.38	10700.36	10650.89
2PGADEHYDRAT-RXN	10990.49	11617.11	12733.500000000002	12311.570000000003	13463.839999999998	12148.25	10859.06	10631.649999999998	10742.530000000002	10876.760000000002	11496.579999999994	10491.429999999997	11742.04	12170.27	11315.770000000002	11777.04	11765.229999999998	11870.8
2TRANSKETO-RXN	20101.280000000013	23278.630000000005	24939.050000000007	22976.680000000004	24049.58	22271.34	20575.15	20369.89000000001	20696.31	20867.81	21757.6	20096.1	22715.12000000001	22959.58	21463.420000000013	22402.65000000001	22782.02	22220.35000000001
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	10583.6	11430.77	12991.5	12404.430000000002	13561.9	11989.55	10645.680000000002	10509.430000000002	10496.62	10689.720000000003	11415.509999999998	10312.000000000004	11596.670000000002	12267.87	11062.840000000002	11270.130000000005	11824.929999999997	11690.12
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	97.0	53.33	26.98	41.0	29.66	19.0	212.00000000000003	105.99	160.66	193.67	126.66	98.0	137.67	141.99999999999997	169.67000000000004	180.0	90.33	110.33
3-DEHYDROQUINATE-DEHYDRATASE-RXN	11264.65	12004.21	13563.85	13011.29	14270.98	12693.57	11234.800000000005	11126.07	11065.460000000005	11225.13	12087.199999999995	10939.73	12121.42	12720.909999999994	11705.420000000002	12065.079999999998	12283.059999999996	12354.1
3-DEHYDROQUINATE-SYNTHASE-RXN	11319.419999999998	12482.49	13291.29	12560.370000000004	13545.159999999998	12432.12	11455.360000000002	11137.090000000002	10989.500000000004	11223.65	12022.72	11038.75	12345.13	12652.859999999995	11946.760000000006	12096.260000000002	12021.07	12289.56
3-DEHYDROSPHINGANINE-REDUCTASE-RXN	58.0	59.0	104.0	135.5	54.5	41.5	65.0	53.0	57.0	52.0	70.5	61.5	57.0	40.5	75.5	70.0	48.5	63.0
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	734.33	762.17	956.5	769.16	637.17	816.4999999999999	931.5	649.0	524.5000000000001	612.6700000000002	705.0000000000001	787.1700000000002	592.9999999999999	589.9999999999999	698.5000000000001	690.67	526.0	698.4999999999999
3-HYDROXY-KYNURENINASE-RXN	7313.460000000001	7645.8899999999985	8565.38	8287.069999999998	9324.98	7888.89	6167.16	6680.669999999997	7511.050000000001	6968.79	7250.019999999999	6118.490000000002	8271.630000000001	8753.769999999999	7376.260000000001	7918.179999999998	7980.7	7728.39
3-HYDROXYASPARTATE-ALDOLASE-RXN	19.5	6.5	8.0	10.5	16.0	17.5	7.5	1.5	5.0	4.0	11.5	12.5	5.0	6.0	10.5	5.0	7.0	5.0
3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN	2.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	16.0	0.0	0.0	2.0	1.0	2.0
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	8764.499999999998	9138.21	10179.26	10253.169999999998	11238.820000000003	10128.7	8066.7	7259.88	7617.540000000001	7755.229999999999	8745.900000000001	7983.009999999998	8882.34	9561.49	8261.51	8951.430000000002	9129.03	8770.43
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	15359.429999999995	19217.31000000001	17513.040000000005	16876.93	16456.129999999994	16506.18	16012.900000000005	16439.1	16823.699999999993	15925.340000000002	16931.129999999994	15231.659999999994	18868.31	17818.110000000004	17300.250000000007	18158.020000000004	17353.28	17101.05
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	11940.13	11349.69	15438.22	13977.55	16535.46	13809.610000000002	12566.47	11828.23	11517.01	12341.450000000004	12920.46	12018.880000000005	11627.16	13263.409999999998	12089.800000000005	12161.53	13018.560000000005	13012.38
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	18959.18000000001	18759.790000000005	22225.53000000001	21707.64	25194.7	20678.129999999994	17673.449999999993	16467.37	16642.039999999994	17762.289999999994	19143.829999999994	16653.850000000002	19942.03	22289.05000000001	18399.140000000007	20313.33	20782.26	19564.69
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	18.0	23.0	44.0	15.0	5.0	26.0	26.0	14.0	18.0	17.0	14.0	23.0	17.0	11.0	18.0	25.0	9.0	12.0
3-NUCLEOTID-RXN	2639.5299999999993	2599.42	2922.3099999999995	3424.87	3346.01	3059.44	2476.4600000000005	2293.5	2757.1700000000005	2477.4300000000007	2505.649999999999	2591.890000000001	2699.89	2724.8100000000004	2368.5999999999995	2626.459999999999	2722.74	2414.7000000000007
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	11922.469999999996	10185.52	12676.02	13534.6	15438.500000000002	12844.56	10298.340000000002	9168.79	11035.839999999998	10924.850000000002	11063.94	10157.960000000003	11369.36	13233.309999999998	10730.32	11339.44	12073.550000000005	11635.93
3-OXOACID-COA-TRANSFERASE-RXN	14964.910000000002	14741.79	18856.11	16398.36	19537.65	17062.8	13346.33	13159.879999999996	14600.9	14828.139999999998	14804.8	13356.010000000002	15281.669999999998	16628.879999999994	14520.290000000005	15302.599999999995	15814.86	15651.02
