OTUID	All	KO	OE	WT
ASV_570	0.034489	0.02344197	0.02407069	0.05595492
ASV_589	0.035705	0.03408597	0.04225431	0.03077489
ASV_397	0.034707	0.02161694	0.04146336	0.04103938
ASV_421	0.035309	0.03511122	0.04566555	0.02514903
ASV_468	0.034398	0.03568803	0.03155851	0.03594701
ASV_535	0.036543	0.01035187	0.08871500	0.01056283
ASV_557	0.034784	0.02860604	0.03882513	0.03692137
ASV_566	0.034913	0.03730631	0.03054197	0.03689018
ASV_587	0.03523	0.03470820	0.04446602	0.02651717
ASV_717	0.035016	0.04120763	0.03872822	0.02511304
ASV_1231	0.034313	0.05457168	0.02448181	0.02388461
ASV_1354	0.034568	0.03238149	0.04198557	0.02933803
ASV_408	0.034676	0.03816835	0.03941902	0.02644113
ASV_426	0.035364	0.04292990	0.03800563	0.02515500
ASV_432	0.034369	0.03190071	0.03140904	0.03979851
ASV_508	0.034738	0.01453531	0.04464847	0.04503049
ASV_743	0.034852	0.03397711	0.04908405	0.02149386
ASV_1334	0.034231	0.01310231	0.04326981	0.04632173
ASV_507	0.033763	0.03262659	0.04479330	0.02386920
ASV_633	0.03369	0.02663281	0.03718777	0.03724833
ASV_870	0.032946	0.03202881	0.02720657	0.03960221
ASV_418	0.033503	0.02366970	0.05023498	0.02660493
ASV_423	0.03321	0.03379880	0.04590058	0.01992944
ASV_453	0.033098	0.02542906	0.04728921	0.02657521
ASV_465	0.03296	0.02714693	0.03584981	0.03588244
ASV_493	0.033597	0.02111834	0.05729629	0.02237778
ASV_1041	0.032991	0.03039126	0.04187440	0.02670834
ASV_407	0.032783	0.03470507	0.03440221	0.02924182
ASV_466	0.032187	0.03336029	0.02743559	0.03576366
ASV_485	0.032557	0.03267814	0.03736398	0.02763029
ASV_497	0.032896	0.02503967	0.04186701	0.03178205
ASV_505	0.032744	0.03679570	0.03207987	0.02935714
ASV_1460	0.033595	0.002663896	0.094020479	0.004099233
ASV_1497	0.031846	0.04204826	0.02007079	0.03341804
ASV_413	0.031273	0.03688000	0.01991725	0.03702206
ASV_430	0.031739	0.006589463	0.029178379	0.059449377
ASV_438	0.032376	0.03173837	0.03447563	0.03091379
ASV_511	0.032057	0.02686196	0.03476551	0.03454283
ASV_564	0.032726	0.02669961	0.04491200	0.02656491
ASV_611	0.03138	0.06346304	0.01175809	0.01891994
ASV_612	0.032992	0.01445474	0.06196102	0.02256161
ASV_616	0.032831	0.006954919	0.051871731	0.039666083
ASV_625	0.031653	0.04355303	0.02594920	0.02545672
ASV_435	0.031995	0.02908936	0.03340672	0.03348788
ASV_442	0.031859	0.01721840	0.04006382	0.03829596
ASV_688	0.031589	0.02961810	0.03870049	0.02644931
ASV_945	0.031844	0.008949641	0.042857491	0.043726186
ASV_1060	0.030775	0.04172904	0.02299338	0.02760235
ASV_463	0.031229	0.02904306	0.02737127	0.03727218
ASV_500	0.031037	0.03091872	0.03576118	0.02643077
ASV_520	0.031747	0.01704809	0.04707924	0.03111377
ASV_540	0.031624	0.03088653	0.03438887	0.02959759
ASV_816	0.031483	0.02675703	0.03708038	0.03061131
ASV_987	0.032267	0.009377015	0.061930520	0.025493243
ASV_1011	0.031313	0.02341569	0.05056076	0.01996279
ASV_1443	0.030421	0.03622292	0.02315925	0.03188147
ASV_1465	0.031292	0.03072236	0.04051457	0.02263951
ASV_470	0.031848	0.02532426	0.04913964	0.02108152
ASV_519	0.03077	0.02831968	0.03468245	0.02930655
ASV_521	0.031184	0.02244386	0.05233430	0.01877492
ASV_539	0.030942	0.01595233	0.03177994	0.04509242
ASV_556	0.03134	0.01208123	0.04456711	0.03737110
ASV_723	0.030637	0.02237964	0.02156889	0.04796178
ASV_748	0.030688	0.02597531	0.03596870	0.03011907
ASV_447	0.030353	0.044302344	0.037544630	0.009211128
ASV_459	0.03013	0.02324803	0.03145362	0.03568701
ASV_479	0.030494	0.02027137	0.03295287	0.03825674
ASV_481	0.030626	0.03420306	0.03135621	0.02631728
ASV_595	0.030427	0.02798139	0.02879215	0.03450703
ASV_883	0.030592	0.01237284	0.03011981	0.04928214
ASV_1030	0.030292	0.03115051	0.04093513	0.01879084
ASV_1215	0.030354	0.01165616	0.04895681	0.03044883
ASV_412	0.029691	0.03744608	0.03171292	0.01991348
ASV_420	0.03058	0.02313039	0.04333468	0.02527385
ASV_441	0.029684	0.02690249	0.03040264	0.03174738
ASV_450	0.029108	0.04309068	0.02046714	0.02376583
ASV_461	0.028981	0.03644030	0.02278527	0.02771722
ASV_499	0.028897	0.04131060	0.02431468	0.02106572
ASV_546	0.030305	0.03102259	0.03187415	0.02801954
ASV_594	0.02959	0.02932833	0.03277896	0.02666256
ASV_815	0.029053	0.064479344	0.017267910	0.005412603
ASV_443	0.029398	0.03423672	0.02741217	0.02654660
ASV_451	0.029353	0.03679102	0.02866846	0.02260034
ASV_516	0.029365	0.02589925	0.02724418	0.03495094
ASV_531	0.029213	0.05423027	0.02140864	0.01200096
ASV_550	0.028769	0.04591029	0.02585394	0.01454324
ASV_569	0.029682	0.02590934	0.04328447	0.01985363
ASV_584	0.030025	0.02827766	0.04328641	0.01851005
ASV_607	0.02963	0.02877449	0.02450419	0.03561125
ASV_608	0.029124	0.02869957	0.02569226	0.03298143
ASV_1013	0.029442	0.01857745	0.03913327	0.03061588
ASV_1395	0.029671	0.02130732	0.04787548	0.01983122
ASV_1487	0.029002	0.03403334	0.03438808	0.01858358
ASV_452	0.029729	0.01722539	0.05201557	0.01994689
ASV_475	0.029489	0.03049848	0.04346704	0.01450060
ASV_488	0.02898	0.02853136	0.04001641	0.01839190
ASV_496	0.029146	0.02219168	0.04005861	0.02518709
ASV_514	0.02907	0.04032373	0.03199603	0.01489139
ASV_559	0.028826	0.04004852	0.02765582	0.01877440
ASV_572	0.029799	0.008291554	0.050397105	0.030707061
ASV_638	0.029909	0.02069360	0.04927630	0.01975647
ASV_756	0.029265	0.009554412	0.042870132	0.035370743
ASV_969	0.028697	0.03483739	0.02434956	0.02690383
ASV_1166	0.028805	0.03620431	0.03032684	0.01988382
ASV_1309	0.028183	0.03416239	0.01865312	0.03173241
ASV_437	0.028482	0.02317470	0.03306254	0.02920942
ASV_448	0.028626	0.01998171	0.03286618	0.03303056
ASV_449	0.028105	0.02840558	0.02316892	0.03274021
ASV_456	0.028204	0.02715145	0.02161785	0.03584330
ASV_494	0.028807	0.009283768	0.038629140	0.038507695
ASV_504	0.028362	0.02955084	0.03017521	0.02535999
ASV_545	0.028616	0.03009830	0.03019640	0.02555249
ASV_553	0.029689	0.003995844	0.063947661	0.021124213
ASV_605	0.028234	0.04171561	0.02710972	0.01587685
ASV_1016	0.028224	0.02092331	0.03475297	0.02899561
ASV_1128	0.028535	0.02180910	0.03864525	0.02514957
ASV_1310	0.02824	0.02614940	0.03324790	0.02532211
ASV_467	0.027282	0.041646708	0.009934006	0.030264531
ASV_472	0.027895	0.02722705	0.02868002	0.02777864
ASV_484	0.028259	0.02423781	0.02703749	0.03350233
ASV_502	0.028016	0.02481828	0.03167385	0.02755504
ASV_517	0.028281	0.01876239	0.03439539	0.03168566
ASV_577	0.028465	0.02674692	0.04013084	0.01851669
ASV_600	0.028235	0.01760209	0.04062745	0.02647562
ASV_678	0.02814	0.01934809	0.03600198	0.02906906
ASV_737	0.027117	0.04043550	0.01854209	0.02237410
ASV_825	0.028201	0.01172590	0.03311301	0.03976547
ASV_849	0.0283	0.02044890	0.03651498	0.02793463
ASV_879	0.028577	0.01043234	0.04596905	0.02932981
ASV_1410	0.028192	0.02733634	0.03334169	0.02389697
ASV_1546	0.028176	0.01831996	0.04348852	0.02272076
ASV_518	0.027585	0.01838407	0.03017891	0.03419190
ASV_522	0.028421	0.016973211	0.059058300	0.009230677
ASV_582	0.027546	0.02756412	0.02855848	0.02651483
ASV_583	0.027509	0.03115842	0.03000744	0.02136177
ASV_588	0.027326	0.04211237	0.01871795	0.02114807
ASV_598	0.027565	0.02515836	0.02585554	0.03168167
ASV_603	0.028607	0.008860701	0.068989192	0.007972120
ASV_624	0.027507	0.02347374	0.02853540	0.03051187
ASV_706	0.028068	0.02010068	0.04037283	0.02373015
ASV_720	0.028493	0.01063271	0.04959099	0.02525628
ASV_809	0.027723	0.02410681	0.02591793	0.03314425
ASV_1050	0.027215	0.02483803	0.03690681	0.01989958
ASV_1082	0.027463	0.02892298	0.03627895	0.01718660
ASV_1531	0.027838	0.01402111	0.05089763	0.01859489
ASV_527	0.027081	0.02898381	0.02591191	0.02634730
ASV_548	0.027088	0.02602483	0.03163521	0.02360497
ASV_558	0.027218	0.01968396	0.02890666	0.03306407
ASV_565	0.027453	0.02145229	0.03301810	0.02788715
ASV_573	0.027047	0.03935239	0.02300125	0.01878785
ASV_642	0.028259	0.01055765	0.06094980	0.01326922
ASV_682	0.027636	0.01306436	0.04468089	0.02516299
ASV_686	0.027471	0.03042527	0.03615942	0.01582691
ASV_1034	0.026492	0.03481039	0.02609048	0.01857558
ASV_458	0.02683	0.003924742	0.040653431	0.035912453
ASV_483	0.026772	0.02713260	0.02904853	0.02413521
ASV_510	0.026755	0.02068205	0.03145078	0.02813239
ASV_529	0.026962	0.01997472	0.03180719	0.02910455
ASV_534	0.027029	0.01157496	0.03760447	0.03190854
ASV_575	0.026866	0.02267996	0.03034301	0.02757366
ASV_592	0.026548	0.02144201	0.02896433	0.02923896
ASV_924	0.02651	0.02466384	0.02570994	0.02915621
ASV_941	0.026271	0.03352757	0.02297913	0.02230593
ASV_1296	0.026042	0.02329617	0.02307151	0.03175934
ASV_489	0.025631	0.02388683	0.01993873	0.03306619
ASV_490	0.025948	0.03074648	0.02576620	0.02133209
ASV_492	0.026146	0.02854771	0.02323680	0.02665374
ASV_495	0.026498	0.01720876	0.03584116	0.02644347
ASV_509	0.026324	0.02914191	0.02729655	0.02253293
ASV_576	0.026188	0.02348018	0.02574323	0.02934005
ASV_591	0.025843	0.01258260	0.02677499	0.03817087
ASV_604	0.026256	0.01985723	0.02600384	0.03290717
ASV_925	0.026764	0.01744147	0.03605088	0.02680060
ASV_942	0.026377	0.01426907	0.03570626	0.02915557
ASV_1100	0.026379	0.01851278	0.04482728	0.01579636
ASV_1170	0.02432	0.058804445	0.011443143	0.002712189
ASV_1404	0.026399	0.01469700	0.04326222	0.02123717
ASV_476	0.026767	0.002658384	0.065674051	0.011968780
ASV_615	0.025789	0.02108691	0.02274895	0.03353057
ASV_646	0.025401	0.03244799	0.01875634	0.02499956
ASV_653	0.026002	0.02940485	0.03148920	0.01711336
ASV_679	0.025778	0.03921100	0.02208208	0.01604097
ASV_760	0.025603	0.02621830	0.01738293	0.03320649
ASV_880	0.026517	0.003860339	0.049164787	0.026525326
ASV_1018	0.025304	0.03079230	0.02912070	0.01599929
ASV_474	0.025664	0.023254085	0.044413242	0.009324465
ASV_571	0.026844	0.000000000	0.073826988	0.006704213
ASV_634	0.024502	0.03458537	0.01549395	0.02342799
ASV_681	0.025548	0.01177476	0.03558209	0.02928740
ASV_806	0.025728	0.01507935	0.03278489	0.02932118
ASV_923	0.025326	0.02772370	0.02569666	0.02255866
ASV_1177	0.024917	0.03168435	0.02161741	0.02144942
ASV_1444	0.024801	0.02045414	0.02735455	0.02659298
ASV_537	0.025613	0.032905304	0.034427057	0.009505347
ASV_561	0.024771	0.002911208	0.014269107	0.057133679
ASV_562	0.025139	0.02390415	0.03294044	0.01857364
ASV_574	0.024782	0.02633175	0.01999525	0.02801971
ASV_599	0.02539	0.01082711	0.03355180	0.03179009
ASV_643	0.024817	0.02058816	0.03028625	0.02357736
ASV_656	0.02458	0.03229588	0.01884614	0.02259782
ASV_675	0.024471	0.02582400	0.01848862	0.02910092
ASV_838	0.025385	0.02561488	0.02921399	0.02132746
ASV_1144	0.024207	0.02289486	0.02452601	0.02520147
ASV_503	0.024482	0.02180263	0.03030773	0.02133474
ASV_524	0.024517	0.01419961	0.02742100	0.03193076
ASV_538	0.024316	0.05203620	0.01301860	0.00789361
ASV_549	0.025038	0.01029261	0.04728873	0.01753405
ASV_581	0.024711	0.01978282	0.03299250	0.02135914
ASV_637	0.02517	0.02135683	0.04364729	0.01050692
ASV_663	0.025077	0.02141057	0.03646337	0.01735818
ASV_673	0.02462	0.00803873	0.02743010	0.03839199
ASV_712	0.024435	0.02875155	0.02465501	0.01989958
ASV_749	0.023814	0.03860503	0.01419545	0.01864244
ASV_767	0.024268	0.03022912	0.01722222	0.02535134
ASV_793	0.025194	0.010158129	0.061499216	0.003924151
ASV_1238	0.024468	0.01778524	0.03429783	0.02131965
ASV_1400	0.024427	0.02612805	0.02573452	0.02141859
ASV_528	0.023844	0.01786492	0.02293996	0.03072661
ASV_547	0.023725	0.03789915	0.02133781	0.01193694
ASV_555	0.02396	0.01927909	0.02743869	0.02516233
ASV_617	0.024704	0.01088049	0.04198391	0.02124729
ASV_630	0.023712	0.02638035	0.01706432	0.02769147
ASV_645	0.023431	0.03055023	0.01726315	0.02247902
ASV_650	0.023812	0.03028305	0.01712908	0.02402499
ASV_707	0.02467	0.01188244	0.04225214	0.01987653
ASV_718	0.024338	0.005321455	0.039603153	0.028088957
ASV_771	0.02429	0.01961093	0.03760161	0.01565880
ASV_790	0.024809	0.01325278	0.04921372	0.01195935
ASV_858	0.024086	0.01644961	0.02134278	0.03446540
ASV_896	0.024384	0.02279094	0.03302824	0.01733309
ASV_1143	0.02377	0.01704845	0.03028910	0.02397146
ASV_1164	0.024126	0.01371617	0.03609378	0.02256941
ASV_1263	0.023794	0.01269147	0.03875570	0.01993441
ASV_1275	0.023266	0.02050346	0.02275793	0.02653657
ASV_1287	0.023535	0.02477289	0.02455871	0.02127434
ASV_525	0.024065	0.01070731	0.04160397	0.01988499
ASV_543	0.02344	0.01814154	0.02303687	0.02914025
ASV_560	0.023087	0.02965420	0.01567813	0.02392933
ASV_578	0.023455	0.02376038	0.01890427	0.02770016
ASV_602	0.02501	0.001239526	0.073791128	0.000000000
ASV_628	0.023934	0.01455791	0.03331376	0.02392998
ASV_644	0.023321	0.01940330	0.02422274	0.02633678
ASV_647	0.023861	0.008361831	0.025995654	0.037225000
ASV_666	0.023949	0.01826553	0.02158069	0.03200178
ASV_669	0.023093	0.02817120	0.01856228	0.02254455
ASV_726	0.024064	0.005434912	0.053430562	0.013327614
ASV_791	0.022902	0.04575380	0.02032449	0.00262674
ASV_887	0.023874	0.02267398	0.02755369	0.02139582
ASV_1081	0.022893	0.03092725	0.02301268	0.01473888
ASV_1232	0.023229	0.02061508	0.03053425	0.01853756
ASV_1262	0.023341	0.02530986	0.03009453	0.01461922
ASV_1265	0.023253	0.01549399	0.03565439	0.01860927
ASV_1367	0.02327	0.007774881	0.043578297	0.018457780
ASV_477	0.02361	0.018633684	0.044302305	0.007893802
ASV_512	0.023468	0.007019684	0.031906186	0.031479624
ASV_544	0.023543	0.007924988	0.037336942	0.025368287
ASV_551	0.022731	0.02330845	0.01279862	0.03208612
ASV_585	0.023392	0.02383001	0.02923243	0.01711372
ASV_621	0.023451	0.024870276	0.036185323	0.009297907
ASV_714	0.023315	0.04029266	0.02023310	0.00942055
ASV_807	0.022822	0.02574877	0.02687305	0.01584517
ASV_841	0.023475	0.01451445	0.03331898	0.02259072
ASV_921	0.023309	0.043091331	0.017518324	0.009316684
ASV_1379	0.023003	0.01993595	0.03443264	0.01463901
ASV_1495	0.022943	0.01160095	0.03466420	0.02256445
ASV_567	0.022201	0.02288504	0.02018993	0.02352936
ASV_668	0.022475	0.049544748	0.008698851	0.009180577
ASV_672	0.022806	0.02212782	0.02917927	0.01711138
ASV_684	0.023536	0.005181725	0.050825389	0.014601483
ASV_691	0.022824	0.02399923	0.02731262	0.01716004
ASV_695	0.022708	0.02370066	0.02305959	0.02136458
ASV_696	0.0224	0.01974929	0.01856563	0.02888517
ASV_731	0.022014	0.02762552	0.01579173	0.02262490
ASV_763	0.022533	0.01540902	0.02158533	0.03060450
ASV_789	0.022761	0.01701547	0.03001325	0.02125443
ASV_863	0.022127	0.02036667	0.01428286	0.03173230
ASV_892	0.022608	0.02476251	0.02190222	0.02115935
ASV_1216	0.022213	0.02326666	0.02873506	0.01463615
ASV_1251	0.022104	0.02059285	0.02732700	0.01839356
ASV_1445	0.022219	0.02110668	0.02286797	0.02268364
ASV_1526	0.021942	0.005181725	0.010078905	0.050564234
ASV_1562	0.022676	0.01308926	0.03617573	0.01876412
ASV_1567	0.022893	0.003925567	0.043562025	0.021192885
ASV_526	0.022324	0.02223569	0.02884182	0.01589463
ASV_542	0.02202	0.02098422	0.01989280	0.02518326
ASV_580	0.021554	0.048025306	0.008616144	0.008019391
ASV_619	0.022421	0.01771680	0.02315066	0.02639687
ASV_632	0.021884	0.02711728	0.01731494	0.02121972
ASV_683	0.022657	0.007800507	0.038820994	0.021349061
ASV_701	0.022302	0.01559304	0.02593915	0.02537373
ASV_705	0.022099	0.02473722	0.02442808	0.01713278
ASV_722	0.022315	0.01181850	0.02452148	0.03060559
ASV_729	0.022551	0.02918811	0.02757609	0.01088824
ASV_736	0.022579	0.03388943	0.02172302	0.01212560
ASV_742	0.021929	0.02062151	0.01599022	0.02917606
ASV_984	0.022402	0.006252481	0.038686298	0.022267943
ASV_1035	0.023057	0.000000000	0.067863729	0.001306882
ASV_1063	0.021726	0.01940210	0.02474721	0.02102921
ASV_1281	0.021542	0.02476289	0.02127136	0.01859101
ASV_1328	0.02179	0.01624860	0.01446619	0.03465426
ASV_1347	0.022223	0.01294346	0.04037694	0.01334873
ASV_1560	0.02171	0.01932852	0.02440459	0.02139577
ASV_586	0.022075	0.01193076	0.03025916	0.02403469
ASV_593	0.022044	0.02142481	0.02332529	0.02138219
ASV_671	0.022013	0.02564583	0.02569684	0.01469575
ASV_740	0.020422	0.048650014	0.008619243	0.003996172
ASV_867	0.022065	0.01998088	0.02896239	0.01725176
ASV_871	0.021264	0.02128319	0.01733350	0.02517438
ASV_902	0.021979	0.01738350	0.02982398	0.01873075
ASV_1005	0.021281	0.02060544	0.02612908	0.01710957
ASV_1019	0.021145	0.01034599	0.01999028	0.03309743
ASV_1097	0.021518	0.01036896	0.02744299	0.02674235
ASV_1113	0.021655	0.01860603	0.02900787	0.01735135
ASV_1149	0.020655	0.02685577	0.02024693	0.01486152
ASV_1207	0.021592	0.01178092	0.03439582	0.01859968
ASV_1390	0.020858	0.03378979	0.01144921	0.01733574
ASV_1421	0.021715	0.01455323	0.03328890	0.01730340
ASV_1475	0.022065	0.01404488	0.03473968	0.01741077
ASV_623	0.021424	0.02364260	0.02319168	0.01743898
ASV_641	0.021335	0.01508802	0.02602062	0.02289785
ASV_658	0.021223	0.01793593	0.02443375	0.02129791
ASV_662	0.021373	0.02764320	0.02459446	0.01188035
ASV_680	0.021131	0.005327792	0.007344352	0.050720177
ASV_775	0.021567	0.02235888	0.03033986	0.01200183
ASV_833	0.021288	0.02408431	0.01579670	0.02398173
ASV_852	0.02055	0.03258278	0.01436091	0.01470583
ASV_904	0.021161	0.02733914	0.02162720	0.01451637
ASV_916	0.021283	0.01647611	0.03019484	0.01717809
ASV_920	0.022369	0.004243156	0.058716368	0.004148689
ASV_1033	0.021407	0.005380346	0.036260166	0.022581532
ASV_1298	0.020798	0.01472475	0.01870002	0.02896953
ASV_1340	0.020672	0.01677836	0.02013032	0.02510756
ASV_1348	0.020926	0.02092836	0.02708728	0.01476098
ASV_1437	0.020913	0.02055123	0.03026465	0.01192416
ASV_1499	0.020474	0.02346960	0.01294313	0.02501060
ASV_515	0.021263	0.009429931	0.028583642	0.025776165
ASV_536	0.020983	0.01409894	0.02893272	0.01991698
ASV_568	0.020654	0.01387680	0.02155178	0.02653294
ASV_620	0.02033	0.047326601	0.004340266	0.009321637
ASV_626	0.021199	0.003990332	0.030311858	0.029295428
ASV_627	0.021284	0.009377015	0.031655133	0.022821032
ASV_639	0.020869	0.02517344	0.02295925	0.01447340
ASV_640	0.020896	0.01395755	0.03142717	0.01730355
ASV_648	0.02091	0.01822294	0.02035018	0.02415829
ASV_692	0.021167	0.01371590	0.02187491	0.02791132
ASV_716	0.020974	0.01192001	0.02303868	0.02796448
ASV_805	0.020912	0.044777882	0.007283062	0.010673828
ASV_848	0.020845	0.01827098	0.02560389	0.01866122
ASV_917	0.021171	0.01208795	0.03310287	0.01832222
ASV_934	0.021329	0.01041112	0.02903187	0.02454447
ASV_1092	0.020716	0.01293410	0.03717029	0.01204483
ASV_1123	0.020511	0.02018997	0.02278520	0.01855880
ASV_1266	0.020539	0.01162925	0.02606237	0.02392514
ASV_1556	0.020413	0.01414166	0.02582496	0.02127329
ASV_597	0.020925	0.01113918	0.02628562	0.02535015
ASV_606	0.020082	0.03174139	0.01012483	0.01837942
ASV_649	0.020539	0.01060469	0.02985906	0.02115387
ASV_664	0.019858	0.02834594	0.01143799	0.01978872
ASV_665	0.021033	0.02270262	0.02585360	0.01454192
ASV_693	0.02068	0.02268933	0.02738234	0.01196942
ASV_719	0.0203	0.02044861	0.02724367	0.01320629
ASV_783	0.020509	0.02222640	0.02615275	0.01314810
ASV_802	0.020138	0.02354457	0.01836481	0.01850383
ASV_1115	0.020374	0.006615185	0.031718165	0.022787343
ASV_1157	0.01988	0.01971621	0.01858325	0.02133987
ASV_1260	0.02039	0.01772865	0.02891148	0.01453079
ASV_1270	0.020491	0.005359026	0.034749746	0.021365663
ASV_1399	0.020029	0.01313859	0.02313976	0.02381000
ASV_1506	0.019943	0.01997114	0.02134432	0.01851374
ASV_610	0.020598	0.00645836	0.03356347	0.02177287
ASV_651	0.020004	0.009121068	0.020361073	0.030530777
ASV_660	0.019454	0.01576119	0.02275914	0.01984288
ASV_698	0.019987	0.01142364	0.02444789	0.02408990
ASV_699	0.020471	0.01512364	0.03031504	0.01597325
ASV_700	0.018255	0.053299618	0.001464815	0.000000000
ASV_744	0.019844	0.01704119	0.02261716	0.01987435
ASV_751	0.019962	0.02081949	0.01615919	0.02290749
ASV_759	0.020191	0.004986408	0.031631482	0.023954530
ASV_798	0.020016	0.01966807	0.02584239	0.01453644
ASV_810	0.019536	0.02831352	0.01574452	0.01454957
ASV_842	0.019782	0.017680781	0.007288215	0.034378012
ASV_876	0.019801	0.02069987	0.02013071	0.01857263
ASV_885	0.020142	0.01774298	0.02013439	0.02254990
ASV_907	0.020044	0.01963646	0.02867584	0.01181845
ASV_1000	0.019634	0.01337653	0.02161591	0.02391071
ASV_1027	0.019294	0.02304738	0.02018134	0.01465408
ASV_1133	0.019918	0.01483204	0.02775839	0.01716398
ASV_1272	0.019575	0.01550437	0.02454567	0.01867585
ASV_1316	0.019546	0.02663199	0.01741867	0.01458605
ASV_1338	0.019042	0.02975903	0.01281495	0.01455086
ASV_1356	0.019825	0.009051978	0.030351014	0.020073502
ASV_670	0.019899	0.01911737	0.02723707	0.01334120
ASV_676	0.01979	0.01458859	0.02474400	0.02003600
ASV_721	0.019332	0.01523529	0.03093483	0.01182622
ASV_747	0.019118	0.02989774	0.01167235	0.01578323
ASV_778	0.019689	0.01344093	0.02713263	0.01849364
ASV_779	0.019161	0.03116657	0.01168977	0.01462672
ASV_847	0.019148	0.02545341	0.01870851	0.01328344
ASV_854	0.019405	0.01573185	0.01306872	0.02941392
ASV_918	0.020733	0.001455604	0.060744769	0.000000000
ASV_962	0.019397	0.01959070	0.01715423	0.02144659
ASV_1430	0.019147	0.006716696	0.024368398	0.026355119
ASV_652	0.019385	0.01082481	0.02869119	0.01863881
ASV_654	0.018928	0.02365022	0.01873725	0.01439739
ASV_677	0.019964	0.005574279	0.048934922	0.005383216
ASV_768	0.018799	0.02715430	0.02002453	0.00921891
ASV_772	0.019363	0.018190052	0.030544163	0.009355016
ASV_777	0.019303	0.01644493	0.01764982	0.02381572
ASV_788	0.019202	0.02084191	0.02609713	0.01066839
ASV_875	0.019151	0.01548379	0.02730804	0.01466226
ASV_958	0.01906	0.028530426	0.023290239	0.005358999
ASV_1087	0.019825	0.008109007	0.047417529	0.003947204
ASV_1222	0.019013	0.001326436	0.034447429	0.021266082
ASV_1355	0.018738	0.01442710	0.02453924	0.01724644
ASV_1388	0.018802	0.01204835	0.02581859	0.01853858
ASV_1423	0.018627	0.01432061	0.02297861	0.01858207
ASV_1440	0.018646	0.01867548	0.01882156	0.01844003
ASV_1478	0.018813	0.01443737	0.02864487	0.01335816
ASV_661	0.018488	0.01259970	0.02701677	0.01584831
ASV_752	0.018763	0.009214315	0.027172618	0.019902234
ASV_764	0.016856	0.043683957	0.002887250	0.003996172
ASV_769	0.018649	0.024725585	0.023194532	0.008025879
ASV_773	0.018333	0.01780659	0.02125084	0.01594190
ASV_785	0.018293	0.03264975	0.01023515	0.01199534
ASV_814	0.018371	0.02361375	0.01705877	0.01444152
ASV_837	0.018632	0.02525640	0.01737692	0.01326389
ASV_868	0.017679	0.040471922	0.007173785	0.005392533
ASV_950	0.018659	0.01188712	0.02429474	0.01979641
ASV_1038	0.018057	0.003903422	0.017173082	0.033095917
ASV_1044	0.018059	0.01511411	0.02431898	0.01474254
ASV_1070	0.018738	0.006529747	0.039191642	0.010493305
ASV_1090	0.018321	0.005305743	0.024437169	0.025219645
ASV_1105	0.018066	0.028997955	0.017091533	0.008108869
ASV_1118	0.018178	0.01603676	0.01715229	0.02134556
ASV_1174	0.018428	0.008292379	0.024511415	0.022480990
ASV_1384	0.018503	0.01732221	0.02751755	0.01066839
ASV_1453	0.018194	0.01033579	0.02299338	0.02125325
ASV_1458	0.018577	0.00681463	0.02874698	0.02017024
ASV_613	0.017788	0.01937640	0.01435634	0.01963177
ASV_636	0.018113	0.011111165	0.009992651	0.033234182
ASV_687	0.018138	0.01291140	0.01890290	0.02259984
ASV_690	0.018317	0.01707371	0.02324866	0.01462872
ASV_702	0.017254	0.05176213	0.00000000	0.00000000
ASV_713	0.018377	0.01430344	0.02879406	0.01203302
ASV_733	0.019231	0.004366812	0.053325070	0.000000000
ASV_735	0.018251	0.01206673	0.01019128	0.03249604
ASV_850	0.018562	0.00556408	0.03422100	0.01590144
ASV_851	0.018382	0.01450894	0.02459508	0.01604146
ASV_874	0.018	0.01403756	0.01859093	0.02137027
ASV_913	0.018094	0.006583951	0.017219338	0.030479135
ASV_955	0.018163	0.01080506	0.01296769	0.03071771
ASV_1160	0.018368	0.007941620	0.037619882	0.009541222
ASV_1230	0.017869	0.00569876	0.02153521	0.02637370
ASV_1244	0.017872	0.01504785	0.01872105	0.01984843
ASV_1288	0.01796	0.005240978	0.027438222	0.021201676
ASV_1294	0.018061	0.01216263	0.02478713	0.01723355
ASV_1330	0.018009	0.009035346	0.029149725	0.015843320
ASV_1375	0.017741	0.01772782	0.01580625	0.01968888
ASV_1377	0.017592	0.01458446	0.01441310	0.02377730
ASV_618	0.017479	0.02075593	0.01573135	0.01595004
ASV_622	0.01773	0.023498737	0.024397035	0.005294759
ASV_655	0.017948	0.017124797	0.027367904	0.009352521
ASV_703	0.017779	0.005434549	0.026809828	0.021093020
ASV_770	0.017131	0.030589836	0.011693318	0.009109078
ASV_800	0.017994	0.01325839	0.02741326	0.01331036
ASV_801	0.017508	0.01704284	0.01573949	0.01974163
ASV_829	0.01806	0.037577394	0.010077538	0.006524333
ASV_831	0.01809	0.02118925	0.02212114	0.01096011
ASV_845	0.017947	0.01189402	0.02585871	0.01608873
ASV_860	0.017577	0.01841006	0.01303762	0.02128295
ASV_890	0.01787	0.01209465	0.01451573	0.02699926
ASV_911	0.017772	0.00777396	0.02290050	0.02264031
ASV_914	0.017556	0.02474735	0.01302313	0.01489853
ASV_930	0.016974	0.032786991	0.010096836	0.008037498
ASV_954	0.017457	0.02202695	0.01717811	0.01316732
ASV_1029	0.017863	0.010378051	0.039285806	0.003926491
ASV_1110	0.017406	0.01409792	0.02601483	0.01210504
ASV_1150	0.017138	0.02379363	0.01428312	0.01333707
