"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"bac_ASV_88",9.90632094723768,1.04978030942135,"bac_ASV_88","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",3,0.213740458015267,153.722864104438,3
"bac_ASV_883",30.3579550949452,25.0603726264554,"bac_ASV_883","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_9",-11.6260644776211,38.6856775656084,"bac_ASV_9","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_903",-8.22032771891753,-30.8360475962507,"bac_ASV_903","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",2,0.179871520342612,139.105729192314,2
"bac_ASV_905",31.8376105815669,-13.4486999176115,"bac_ASV_905","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,1,0,1
"bac_ASV_912",-6.00466604306953,7.07016850662177,"bac_ASV_912","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Unassigned","Unassigned","Unassigned","bac",4,0.222811671087533,121.118656186229,4
"bac_ASV_92",4.95948718718483,0.709277500959725,"bac_ASV_92","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",7,0.234309623430962,700.438129662212,7
"bac_ASV_921",-15.2709653962222,-34.3430519200997,"bac_ASV_921","bac","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azoarcus","Unassigned","bac",0,0,0,0
"bac_ASV_923",-6.38646911331185,3.80407112928453,"bac_ASV_923","bac","Bacteria","Acidobacteria","Acidobacteria_Gp16","Unassigned","Unassigned","Gp16","Unassigned","bac",7,0.242774566473988,1407.62242190789,7
"bac_ASV_93",-15.0888129544132,25.7358971445589,"bac_ASV_93","bac","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","Unassigned","bac",1,0.666666666666667,0,1
"bac_ASV_930",5.92744684023201,5.39340934524009,"bac_ASV_930","bac","Bacteria","Acidobacteria","Acidobacteria_Gp7","Unassigned","Unassigned","Gp7","Unassigned","bac",4,0.183606557377049,383.733625973602,4
"bac_ASV_94",-28.0225588108011,-28.9103688722525,"bac_ASV_94","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_942",-29.2593601970062,-22.2264846391487,"bac_ASV_942","bac","Bacteria","Acidobacteria","Acidobacteria_Gp5","Unassigned","Unassigned","Gp5","Unassigned","bac",1,1,0,1
"bac_ASV_95",40.8137015635739,-1.22742970787101,"bac_ASV_95","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Terrimonas_lutea","bac",0,0,0,0
"bac_ASV_96",23.8378586298094,-29.0494579861622,"bac_ASV_96","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_963",3.38892043781552,-8.1021323561315,"bac_ASV_963","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac",2,0.186666666666667,9.49401680295753,2
"bac_ASV_964",-32.1102800314421,20.4192937333328,"bac_ASV_964","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_965",3.12802108171394,8.89433077784845,"bac_ASV_965","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",4,0.223107569721116,141.22886585473,4
"bac_ASV_970",-14.4601659937907,15.9803037478009,"bac_ASV_970","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned","bac",4,0.220762155059133,303.798215049966,4
"bac_ASV_972",24.59992067525,2.4258112234416,"bac_ASV_972","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",1,0.6,0,1
"bac_ASV_99",13.8256578389308,-17.4397497783443,"bac_ASV_99","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.165191740412979,0,1
"fun_ASV_1",30.3778262767624,30.2913550303276,"fun_ASV_1","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_10",-12.0520738428078,-47.7162678957843,"fun_ASV_10","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",0,0,0,0
"fun_ASV_100",-9.06306103323889,6.64017529778007,"fun_ASV_100","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Arcopilus","Arcopilus_cupreus_SH1615623.08FU","fun",3,0.186770428015564,248.583988814003,3
"fun_ASV_1003",31.1309390850048,7.50098816348795,"fun_ASV_1003","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,1,1,2
"fun_ASV_101",11.5874674802627,47.9935517038034,"fun_ASV_101","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_102",31.9997461259777,28.593134436366,"fun_ASV_102","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unassigned","fun",0,0,0,0
"fun_ASV_1021",19.1919175620309,-22.1119094583788,"fun_ASV_1021","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.102846648301194,0,1
"fun_ASV_1024",-42.5831715341582,1.35754354393152,"fun_ASV_1024","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_103",3.06362405414996,-21.2211566747986,"fun_ASV_103","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina_SH1650285.08FU","fun",6,0.175640355462624,3645.56762441429,6
"fun_ASV_1032",-32.0335525710777,33.9393004515706,"fun_ASV_1032","fun","Metazoa","Annelida","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_104",21.6726302403809,-27.4314075148677,"fun_ASV_104","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_1049",18.4366266196788,-45.5543874690506,"fun_ASV_1049","fun","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_ord_Incertae_sedis","Vorticellidae","Vorticella","Unassigned","fun",0,0,0,0
"fun_ASV_105",-19.5067521786896,38.6618160710641,"fun_ASV_105","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","Unassigned","fun",0,0,0,0
"fun_ASV_1053",-42.3621859435752,25.6125886381504,"fun_ASV_1053","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_106",38.8687850196503,-19.1889895367756,"fun_ASV_106","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","Staphylotrichum_boninense_SH1615643.08FU","fun",0,0,0,0
"fun_ASV_1069",-14.3088819565517,-40.6913597058105,"fun_ASV_1069","fun","Fungi","Basidiomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_107",-34.4612898145283,27.464035543346,"fun_ASV_107","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Unassigned","fun",0,0,0,0
"fun_ASV_108",7.52061298392707,-49.7299324191963,"fun_ASV_108","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Trachelostylidae","Gonostomum","Unassigned","fun",0,0,0,0
"fun_ASV_1092",41.420418421331,-7.17744459424636,"fun_ASV_1092","fun","Fungi","Ascomycota","Dothideomycetes","Venturiales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_11",5.82344779781421,48.5026866072962,"fun_ASV_11","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_110",-6.31304577191806,-44.8150541963554,"fun_ASV_110","fun","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Gongronella","Gongronella_butleri_SH1552547.08FU","fun",0,0,0,0
"fun_ASV_1106",-29.6149026726799,39.478058725917,"fun_ASV_1106","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_111",-45.9711224888061,5.025057768438,"fun_ASV_111","fun","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_112",-25.4804135656655,-5.65290690149766,"fun_ASV_112","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina_SH1650283.08FU","fun",14,0.209345794392523,3426.84934852167,14
"fun_ASV_1124",0.16379637805257,42.3157700302967,"fun_ASV_1124","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_113",-40.5400552516033,21.3009174355586,"fun_ASV_113","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys_rosea_SH1155568.08FU","fun",0,0,0,0
"fun_ASV_114",-17.6882203132112,-40.0745929215682,"fun_ASV_114","fun","Fungi","Ascomycota","Sordariomycetes","Branch06","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_115",-27.7876722614071,37.9396779790693,"fun_ASV_115","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_116",1.90654303581339,24.7540504672096,"fun_ASV_116","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",3,0.179775280898876,526.440103034157,3
"fun_ASV_117",41.2550030634645,9.37864485521359,"fun_ASV_117","fun","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_118",-27.8777653589948,35.2714247174693,"fun_ASV_118","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocarpon","Unassigned","fun",0,0,0,0
"fun_ASV_119",-12.9864779621627,-42.0919807285672,"fun_ASV_119","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_12",-5.17830498378104,-49.8680295542886,"fun_ASV_12","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_120",-5.16245181542242,-33.6344408949087,"fun_ASV_120","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_121",15.0551922935101,-28.8870363368769,"fun_ASV_121","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.6,11,3
"fun_ASV_122",-13.0543710106854,-25.8058227602861,"fun_ASV_122","fun","Viridiplantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Hydrogonium","Unassigned","fun",9,0.20351302241066,2920.75833493974,9
"fun_ASV_123",-19.9805101876065,-5.0818813729735,"fun_ASV_123","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",1,0.144640551011623,0,1
"fun_ASV_124",48.6772858658466,-1.2028901541716,"fun_ASV_124","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_125",-36.9625326908669,26.860728225469,"fun_ASV_125","fun","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","Chrysosporium_pseudomerdarium_SH1557168.08FU","fun",0,0,0,0
"fun_ASV_126",33.0466077791947,-29.6451221292532,"fun_ASV_126","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_127",-7.6380833389882,-48.4870018876446,"fun_ASV_127","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",0,0,0,0
"fun_ASV_1274",-28.1268961986188,-33.8290221654454,"fun_ASV_1274","fun","Fungi","Ascomycota","Eurotiomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_13",-25.2890118731029,39.1473781774367,"fun_ASV_13","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_angusta_SH1555953.08FU","fun",0,0,0,0
"fun_ASV_131",-47.61820886311,2.19226446077301,"fun_ASV_131","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_132",-22.1704975795116,-40.2284715272718,"fun_ASV_132","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_134",21.0372584586071,-37.0164950066597,"fun_ASV_134","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_135",1.95089965085753,0.0758500377325499,"fun_ASV_135","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",13,0.213604577240941,1054.44294147822,13
"fun_ASV_136",23.7604315803718,38.7650540213843,"fun_ASV_136","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","Paraphaeosphaeria_sporulosa_SH1184783.08FU","fun",0,0,0,0
"fun_ASV_1360",30.3610621824469,-37.8414194854078,"fun_ASV_1360","fun","Viridiplantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_1374",-25.9194995632596,15.9025182445367,"fun_ASV_1374","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scopulariopsis","Unassigned","fun",4,0.213876511775939,534.915993917048,4
"fun_ASV_138",-30.411068777928,-0.0903694223618361,"fun_ASV_138","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Conlarium","Unassigned","fun",3,0.204255319148936,616.970209560731,3
"fun_ASV_14",-15.1039946845857,46.9887435674063,"fun_ASV_14","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_140",-42.8505895995353,23.1914485823079,"fun_ASV_140","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Trachelostylidae","Gonostomum","Unassigned","fun",0,0,0,0
"fun_ASV_141",18.2076939344146,21.4650402316077,"fun_ASV_141","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_oligospora_SH1545678.08FU","fun",1,0.137987679671458,0,1
"fun_ASV_142",29.9326480250537,-31.9281527322779,"fun_ASV_142","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_1429",27.6169630644851,-36.2240477666146,"fun_ASV_1429","fun","Fungi","Ascomycota","Sordariomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_143",35.9916308042788,29.9683556451191,"fun_ASV_143","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_pyrifolia_SH1580840.08FU","fun",0,0,0,0
"fun_ASV_145",21.3405966797676,-4.17116072905923,"fun_ASV_145","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.143651132962805,669,3
"fun_ASV_146",-11.2033764832101,-40.4304404551686,"fun_ASV_146","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_147",12.6192514188403,-47.1097499056391,"fun_ASV_147","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_pyrifolia_SH1580840.08FU","fun",0,0,0,0
"fun_ASV_148",26.2307015346451,4.33432883429842,"fun_ASV_148","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_pyrifolia_SH1580840.08FU","fun",3,1,3,3
"fun_ASV_149",35.3372859581682,25.1892723550732,"fun_ASV_149","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_15",42.8202280688019,2.16200500435792,"fun_ASV_15","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_raperi_SH1692798.08FU","fun",0,0,0,0
"fun_ASV_150",-45.2496405413506,-13.9733429840274,"fun_ASV_150","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_151",8.53324076515403,4.59916682107589,"fun_ASV_151","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","Unassigned","fun",2,0.186356073211314,140.140654638659,2
"fun_ASV_152",-30.1560334353386,-29.6460618765998,"fun_ASV_152","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_154",17.3631322931869,27.8956397216496,"fun_ASV_154","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_155",14.8449428315729,-31.4604705954586,"fun_ASV_155","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",1,0.333333333333333,0,1
"fun_ASV_158",8.74155405068436,-15.0747593728814,"fun_ASV_158","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",7,0.197763390229547,1141.76214007859,7
"fun_ASV_159",-38.2248526870133,-32.9388994329188,"fun_ASV_159","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_16",14.9012554810278,17.0631337473295,"fun_ASV_16","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",2,0.155196304849885,335,2
"fun_ASV_160",15.3212035710461,46.1065056894495,"fun_ASV_160","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_161",-25.8020914005237,33.8952215086908,"fun_ASV_161","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_162",12.7058182444077,-42.1821570586408,"fun_ASV_162","fun","Fungi","Ascomycota","Dothideomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_163",-48.2694296054355,-14.3697066130398,"fun_ASV_163","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_164",37.6728626050792,30.1639273712322,"fun_ASV_164","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_165",10.071586347969,-49.3308038491397,"fun_ASV_165","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_166",45.1502206856846,3.75225070174372,"fun_ASV_166","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_167",33.2996199932387,-10.0079658469212,"fun_ASV_167","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_longipilis_SH1958335.08FU","fun",1,1,0,1
"fun_ASV_168",25.9564382969223,-14.6749246427037,"fun_ASV_168","fun","Alveolata","Ciliophora","Spirotrichea","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_169",24.578849723927,-37.4518420402175,"fun_ASV_169","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Unassigned","fun",0,0,0,0
"fun_ASV_17",28.3217520010589,-5.56768428251323,"fun_ASV_17","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",1,0.107177033492823,0,1
"fun_ASV_170",-1.44740077885103,-43.5774763102287,"fun_ASV_170","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola_phialophoroides_SH1615667.08FU","fun",0,0,0,0
"fun_ASV_171",-0.855398505150145,-7.54477431188428,"fun_ASV_171","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","Unassigned","fun",4,0.206261510128913,127.157384258531,4
"fun_ASV_172",0.609375590113665,-48.6542128187659,"fun_ASV_172","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_174",-26.8934087843177,-3.99301562467524,"fun_ASV_174","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",14,0.208825357364823,3381.78400722086,14
"fun_ASV_175",-42.169529040742,-25.3814346860349,"fun_ASV_175","fun","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_176",11.023900562838,15.6947176302558,"fun_ASV_176","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.138214726450021,335,2
"fun_ASV_178",-4.12567151403741,45.1587252515839,"fun_ASV_178","fun","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Unassigned","fun",0,0,0,0
"fun_ASV_18",41.1016958783867,26.2938104505198,"fun_ASV_18","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_180",-33.3761935261298,36.82192941351,"fun_ASV_180","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_181",26.9717140854993,-38.4218775378175,"fun_ASV_181","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_182",-22.7590381810652,44.8835109104239,"fun_ASV_182","fun","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Terramycetaceae","Boothiomyces","Boothiomyces_macroporosum_SH1511112.08FU","fun",0,0,0,0
"fun_ASV_183",-43.6117601921765,4.53988160654353,"fun_ASV_183","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys_rosea_SH1155568.08FU","fun",0,0,0,0
"fun_ASV_184",-12.7004572613014,45.4787354559071,"fun_ASV_184","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_185",5.53875158353664,-48.0749417518119,"fun_ASV_185","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_186",-0.371146478250529,22.7320809828964,"fun_ASV_186","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.152380952380952,460.735249691866,4
"fun_ASV_187",-3.0765132369906,48.4325294704762,"fun_ASV_187","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_188",-42.7312848514393,-8.09233907034947,"fun_ASV_188","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_189",7.03844831275798,-31.9881735476469,"fun_ASV_189","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Corynascella","Corynascella_humicola_SH1615715.08FU","fun",1,1,0,1
"fun_ASV_19",46.6776984965258,7.64853781411411,"fun_ASV_19","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",0,0,0,0
"fun_ASV_190",37.5558248582673,-21.7463185977426,"fun_ASV_190","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","Unassigned","fun",0,0,0,0
"fun_ASV_191",-22.6704837150771,39.0316457773051,"fun_ASV_191","fun","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria","Chaetosphaeria_vermicularioides_SH1517981.08FU","fun",0,0,0,0
"fun_ASV_192",42.6194989110647,-5.98287578198913,"fun_ASV_192","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Gamsia","Gamsia_simplex_SH1575617.08FU","fun",0,0,0,0
"fun_ASV_193",26.2534469104101,40.3499163241566,"fun_ASV_193","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_196",-35.5582549263546,-4.05898516842121,"fun_ASV_196","fun","Alveolata","Ciliophora","Oligohymenophorea","Philasterida","Unassigned","Unassigned","Unassigned","fun",2,0.181916621548457,335,2
"fun_ASV_197",-40.3459786402212,-17.0505291768304,"fun_ASV_197","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_198",-21.0424132951746,-38.0528117331257,"fun_ASV_198","fun","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_2",-21.3073027044624,-43.0101202731093,"fun_ASV_2","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_20",-3.57470023031765,21.1605724439967,"fun_ASV_20","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.168590065228299,824.34233391286,4
"fun_ASV_201",-17.592186292221,43.6857668489691,"fun_ASV_201","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Chlamydomonas","Unassigned","fun",0,0,0,0
"fun_ASV_202",-44.3082708902172,9.81409645511276,"fun_ASV_202","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",0,0,0,0
