"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"fun_ASV_203",-23.5280994518329,16.0063591224656,"fun_ASV_203","fun","Fungi","Ascomycota","Eurotiomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",14,0.248337028824834,3913.5717090746,14
"fun_ASV_204",-0.279463148528975,49.2173201338013,"fun_ASV_204","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_205",48.3375200469196,10.4872273151945,"fun_ASV_205","fun","Fungi","Rozellomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_207",-34.7507214371093,-28.2475513071511,"fun_ASV_207","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_21",42.8934789721337,17.6526832754277,"fun_ASV_21","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_210",51.1498754525083,-7.13726931292032,"fun_ASV_210","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_211",33.6647169824731,25.4486980469768,"fun_ASV_211","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_marina_SH1615611.08FU","fun",0,0,0,0
"fun_ASV_212",34.9745228015637,27.6732789347499,"fun_ASV_212","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema","Polyschema_sclerotigenum_SH1213454.08FU","fun",0,0,0,0
"fun_ASV_213",11.7150099106109,27.7818326588327,"fun_ASV_213","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.466666666666667,12,2
"fun_ASV_214",41.4431425003623,23.5152184042827,"fun_ASV_214","fun","Fungi","Rozellomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_215",39.6148935552702,19.7546168674521,"fun_ASV_215","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",0,0,0,0
"fun_ASV_216",-10.1144925877025,46.3277792095251,"fun_ASV_216","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Tetracystis_vinatzeri_SH1205399.08FU","fun",0,0,0,0
"fun_ASV_217",-25.9940649986308,37.1633457482305,"fun_ASV_217","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_218",-46.7405438933328,8.09624395635056,"fun_ASV_218","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_22",-29.445343990758,37.3048020930754,"fun_ASV_22","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_222",-44.0207700295119,-10.0679316391735,"fun_ASV_222","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_223",-17.2861271962533,-46.0517503570381,"fun_ASV_223","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_225",-6.61712081853146,22.0368548545136,"fun_ASV_225","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_kuhlmanii_SH1724700.08FU","fun",4,0.181523500810373,333.193968957716,4
"fun_ASV_226",-24.7166762384239,-38.5571832951378,"fun_ASV_226","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pseudaleuria","Unassigned","fun",0,0,0,0
"fun_ASV_227",5.88495997306096,-44.6155294641574,"fun_ASV_227","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_228",-19.6403477750187,41.8442873533528,"fun_ASV_228","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_229",-45.7563841833393,17.4184853358229,"fun_ASV_229","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Holostichidae","Anteholosticha","Unassigned","fun",0,0,0,0
"fun_ASV_23",22.3234117783112,-40.2465419510811,"fun_ASV_23","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_230",-6.31129129011222,32.6976102271723,"fun_ASV_230","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.151830094893809,0,1
"fun_ASV_231",11.8840802273295,42.0907575980088,"fun_ASV_231","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_232",-32.7463499709968,-36.4222178467906,"fun_ASV_232","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_233",-14.5968177928937,-22.7558673251535,"fun_ASV_233","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus_restrictus_SH1669692.08FU","fun",22,0.236786469344609,7533.29208839354,22
"fun_ASV_235",-19.341135799025,-41.6514346373489,"fun_ASV_235","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_236",-15.528537050075,42.3558768543725,"fun_ASV_236","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","Fusicolla_aquaeductuum_SH1546339.08FU","fun",0,0,0,0
"fun_ASV_237",-3.33388967123542,24.7206856451256,"fun_ASV_237","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.210394489668128,2653.428796201,8
"fun_ASV_24",-0.611957037332757,19.1719677817674,"fun_ASV_24","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola_olivacea_SH1615600.08FU","fun",3,0.13630831643002,13.0762350500684,3
"fun_ASV_241",-8.43057129292205,-7.44423675829819,"fun_ASV_241","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.171867007672634,335,2
"fun_ASV_242",41.6244498652567,-25.4705305171223,"fun_ASV_242","fun","Viridiplantae","Chlorophyta","Trebouxiophyceae","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_243",-30.7952010976633,37.486822922996,"fun_ASV_243","fun","Fungi","Rozellomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_244",-40.9078928813385,-21.7250510861685,"fun_ASV_244","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_245",41.8412073707702,-19.3669629498223,"fun_ASV_245","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium","Trichocladium_opacum_SH1645869.08FU","fun",0,0,0,0
"fun_ASV_246",2.95377554934489,1.74372372770353,"fun_ASV_246","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",35,0.24507658643326,4982.04788902439,35
"fun_ASV_247",19.5541040427732,-9.15620818036863,"fun_ASV_247","fun","Fungi","Ascomycota","Dothideomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.155483572420176,169.031812935818,2
"fun_ASV_248",-44.8274031020974,-3.32487676678352,"fun_ASV_248","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",0,0,0,0
"fun_ASV_249",-43.5202555150969,-0.675673275098958,"fun_ASV_249","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_25",32.5550385520725,3.3876426651427,"fun_ASV_25","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_250",-41.0833724667384,-23.4914456819521,"fun_ASV_250","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",0,0,0,0
"fun_ASV_251",13.9486045700858,29.5048538049443,"fun_ASV_251","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.333333333333333,6,2
"fun_ASV_254",19.438878041941,-39.6090632625767,"fun_ASV_254","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_255",-33.162524829527,-33.6995701135136,"fun_ASV_255","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeloides","Unassigned","fun",0,0,0,0
"fun_ASV_256",-23.3732018924423,11.3262637339543,"fun_ASV_256","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus_restrictus_SH1669692.08FU","fun",15,0.246515040352164,1670.4141916184,15
"fun_ASV_257",-26.6961352778114,11.8943089869929,"fun_ASV_257","fun","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Unassigned","Unassigned","Unassigned","fun",4,0.206261510128913,254.518419881642,4
"fun_ASV_258",-15.8620000446489,9.50665895821857,"fun_ASV_258","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Unassigned","Unassigned","Unassigned","fun",3,0.202776101388051,61.5401249784825,3
"fun_ASV_259",-36.5795906024334,-23.3421277326872,"fun_ASV_259","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_chlamydosporus_SH1574214.08FU","fun",0,0,0,0
"fun_ASV_26",-1.02806420541509,-51.222290121728,"fun_ASV_26","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_260",0.816960869264289,29.1764907644437,"fun_ASV_260","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.152519291874716,1339.23612822733,3
"fun_ASV_261",-49.5747807524042,-9.61760951385937,"fun_ASV_261","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS08","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_264",20.7757991918267,38.0269491371283,"fun_ASV_264","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_265",37.8271964283602,24.8695355162589,"fun_ASV_265","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_266",-37.4874861030559,-26.9110075251535,"fun_ASV_266","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_267",8.55887577554324,-2.8144511379499,"fun_ASV_267","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.172043010752688,7.87261495975452,2
"fun_ASV_268",-10.5236238173664,-25.34158759386,"fun_ASV_268","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",19,0.266455194290246,9865.00046878581,19
"fun_ASV_269",-36.1046821302403,-34.2059172352219,"fun_ASV_269","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_27",26.3731865691722,34.4216656829497,"fun_ASV_27","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unassigned","fun",0,0,0,0
"fun_ASV_270",-12.1647793310058,5.91538922779176,"fun_ASV_270","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Unassigned","Unassigned","fun",1,0.155196304849885,0,1
"fun_ASV_271",40.7302638850278,-22.5590598319303,"fun_ASV_271","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_272",-32.2817130457352,-39.4322581531078,"fun_ASV_272","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_273",-19.3543852211041,-24.8572620145836,"fun_ASV_273","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",1,0.170471841704718,0,1
"fun_ASV_274",29.0942016644358,-13.7850703563861,"fun_ASV_274","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Coelastrella","Unassigned","fun",1,1,0,1
"fun_ASV_275",-38.7243084398743,-23.0859899654846,"fun_ASV_275","fun","Fungi","Ascomycota","Sordariomycetes","Branch06","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_277",-30.2783689730577,-35.4749117807426,"fun_ASV_277","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_279",4.11540407660632,45.9113085560007,"fun_ASV_279","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_28",4.69911169257067,-24.1790035962723,"fun_ASV_28","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.131198750488091,831,4
"fun_ASV_280",38.5051801119555,21.8910931095936,"fun_ASV_280","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema","Polyschema_sclerotigenum_SH1213454.08FU","fun",0,0,0,0
"fun_ASV_283",1.69343781571016,18.7250541943738,"fun_ASV_283","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.121606948968512,0,1
"fun_ASV_287",-34.7757315892672,-36.0715786213569,"fun_ASV_287","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","Branch02","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_289",-10.7575076636934,-42.9644879373641,"fun_ASV_289","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_29",40.9071194791148,-16.2140840315385,"fun_ASV_29","fun","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","Chrysosporium_pseudomerdarium_SH1557168.08FU","fun",0,0,0,0
"fun_ASV_290",26.1798605673012,-7.07844064566713,"fun_ASV_290","fun","Viridiplantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Hydrogonium","Unassigned","fun",2,0.136087484811665,335,2
"fun_ASV_293",44.0798866539237,-5.48975822329411,"fun_ASV_293","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina_SH1650285.08FU","fun",0,0,0,0
"fun_ASV_294",28.6695669424762,-40.7736541519423,"fun_ASV_294","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_296",18.6953368421003,-17.0446092549596,"fun_ASV_296","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.129280492497114,1333,4
"fun_ASV_297",-31.2387541365184,-3.65277341615391,"fun_ASV_297","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",5,0.184920198128784,745.56774489384,5
"fun_ASV_299",26.4668818991568,37.9695204616081,"fun_ASV_299","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_3",24.4633848767943,-5.85893427263853,"fun_ASV_3","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",7,0.20011911852293,3037.39878971574,7
"fun_ASV_30",30.7439388199881,36.7067176768676,"fun_ASV_30","fun","Alveolata","Ciliophora","Spirotrichea","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_303",44.0216885713874,17.672241091929,"fun_ASV_303","fun","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_305",-29.5807606960266,-38.0247473991261,"fun_ASV_305","fun","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_ord_Incertae_sedis","Vorticellidae","Vorticella","Unassigned","fun",0,0,0,0
"fun_ASV_306",46.9830334104186,15.7066136647642,"fun_ASV_306","fun","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Unassigned","fun",0,0,0,0
"fun_ASV_307",40.2694983820635,-13.3295817709829,"fun_ASV_307","fun","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_308",-35.1108541869897,-31.179652662326,"fun_ASV_308","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_309",-29.9641501647764,31.5360575872186,"fun_ASV_309","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_31",16.0130538828758,-41.5783535797287,"fun_ASV_31","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_310",30.2464338166756,-34.7690116914008,"fun_ASV_310","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_311",-21.2767077091448,16.8192629555335,"fun_ASV_311","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Unassigned","Unassigned","fun",14,0.249073387694589,2399.59430504833,14
"fun_ASV_314",-2.25731508318692,4.33414352527122,"fun_ASV_314","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","Unassigned","Unassigned","Unassigned","fun",9,0.206008583690987,1256.82772332858,9
"fun_ASV_315",-43.1416136435265,-20.104220915266,"fun_ASV_315","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Cephalobidae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_316",5.29334908777624,43.4216383483123,"fun_ASV_316","fun","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_317",-3.77839953851381,0.397057825711109,"fun_ASV_317","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",11,0.205756276791182,2666.20713832447,11
"fun_ASV_319",-44.1840601398999,2.72525705997383,"fun_ASV_319","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_32",-25.3621627924397,-41.3406545616062,"fun_ASV_32","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_320",44.7640512949561,0.403700432254981,"fun_ASV_320","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",0,0,0,0
"fun_ASV_321",16.9743180114514,41.5272462844182,"fun_ASV_321","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Unassigned","fun",0,0,0,0
"fun_ASV_322",46.9643711281428,-13.4186799343134,"fun_ASV_322","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Unassigned","fun",0,0,0,0
"fun_ASV_324",33.6322143898898,31.5146095557993,"fun_ASV_324","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_326",-2.01532772300212,44.4113658305828,"fun_ASV_326","fun","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Unassigned","fun",0,0,0,0
"fun_ASV_328",-39.8106368461821,-25.4183892108727,"fun_ASV_328","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_33",0.670614890611503,-31.1589823976663,"fun_ASV_33","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",2,1,1,2
"fun_ASV_330",24.8496148158304,22.7341990469676,"fun_ASV_330","fun","Alveolata","Ciliophora","Oligohymenophorea","Hymenostomatida","Tetrahymenidae","Tetrahymena","Unassigned","fun",1,1,0,1
"fun_ASV_334",-3.45408798069041,27.4793975400833,"fun_ASV_334","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",9,0.179583110636024,3151.09249986007,9
"fun_ASV_338",6.39921505031536,3.76791759686596,"fun_ASV_338","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","Unassigned","fun",3,0.187604690117253,203.771143781009,3
