"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
1,0.168844221105528,0,1
3,0.162162162162162,376.9847206704,3
3,0.183606557377049,1080.1609704106,3
1,1,0,1
1,0.166832174776564,0,1
3,0.2237017310253,1217.07810199196,3
2,0.169014084507042,335,2
1,0.149466192170818,0,1
2,0.214012738853503,62.7212490379407,2
2,0.171954964176049,76.4087391583682,2
3,0.214012738853503,53.186774362576,3
5,0.175916230366492,312.111004170745,5
1,0.196951934349355,0,1
1,0.156133828996283,0,1
1,0.191562143671608,0,1
2,0.224598930481283,271.699539548579,2
2,0.12,335,2
1,0.165191740412979,0,1
1,1,0,1
3,0.227027027027027,4208.82712834625,3
2,0.17004048582996,190.075830310243,2
1,1,0,1
4,0.220762155059133,303.798215049966,4
1,0.17319587628866,0,1
1,0.168844221105528,0,1
10,0.253776435045317,3590.47936127194,10
1,0.149466192170818,0,1
3,0.200956937799043,735.47381004078,3
1,1,0,1
1,0.116022099447514,0,1
1,0.139419087136929,0,1
6,0.221343873517787,1288.6656679717,6
3,0.17910447761194,544.887971568243,3
2,0.157894736842105,3.21144732452666,2
2,0.194219653179191,121.288008596752,2
1,0.191562143671608,0,1
4,0.204379562043796,1189.28574383165,4
1,0.204379562043796,0,1
1,0.16231884057971,0,1
2,0.159847764034253,147.349488808898,2
6,0.245255474452555,1244.10690565314,6
5,0.221343873517787,3180.55721098389,5
1,0.210526315789474,0,1
1,0.6,0,1
2,0.132701421800948,999,2
2,0.160765550239234,335,2
1,1,0,1
1,1,0,1
1,0.666666666666667,0,1
3,0.217898832684825,1917.00268523416,3
1,0.133971291866029,0,1
1,0.170731707317073,0,1
1,0.153987167736022,0,1
3,0.19672131147541,542.282515316374,3
2,0.2,338.98596372339,2
3,0.210790464240903,316.937903310763,3
5,0.221343873517787,1054.93262041889,5
1,0.176842105263158,0,1
1,0.147887323943662,0,1
1,0.166998011928429,0,1
1,0.172839506172839,0,1
1,0.666666666666667,0,1
2,0.186666666666667,9.49401680295753,2
2,0.164222873900293,232.831879830796,2
1,0.199052132701422,0,1
2,0.193771626297578,27.0032798117186,2
1,1,0,1
3,0.16,482.349488808898,3
1,0.146596858638743,0,1
2,0.192660550458716,73.0462930196341,2
2,0.114597544338336,335,2
1,1,0,1
2,0.173913043478261,17.2922085471623,2
2,0.206388206388206,9.31743162791816,2
1,0.132283464566929,0,1
3,0.152588555858311,410.52258422433,3
5,0.221928665785997,194.110712188847,5
1,0.6,0,1
1,0.4,0,1
2,0.212121212121212,351.694229013294,2
2,0.177028451001054,582.089863213972,2
1,0.133971291866029,0,1
4,0.21903520208605,1842.33859017812,4
2,0.13838550247117,335,2
1,0.133971291866029,0,1
1,0.6,0,1
1,0.116022099447514,0,1
1,0.666666666666667,0,1
2,0.116182572614108,1.33333333333333,2
4,0.221928665785997,2098.00974075878,4
2,0.411764705882353,10,2
2,0.545454545454545,8,2
2,0.461538461538462,5,2
1,0.170731707317073,0,1
4,0.223107569721116,141.22886585473,4
1,0.666666666666667,0,1
4,0.219895287958115,342.161418815713,4
5,0.2237017310253,211.788149662787,5
1,0.666666666666667,0,1
1,0.315789473684211,0,1
2,1,1,2
9,0.248888888888889,1916.98691055094,9
3,0.222222222222222,68.6450463951353,3
5,0.21875,1032.63395679058,5
4,0.222811671087533,315.178030069839,4
4,0.208436724565757,208.647665575542,4
4,0.225503355704698,134.742173841793,4
3,0.191780821917808,250.261490397594,3
2,0.192660550458716,115.912294604504,2
1,0.133971291866029,0,1
1,0.12565445026178,0,1
3,0.150402864816473,2304.33333333333,3
5,0.243831640058055,820.440536045916,5
1,0.154269972451791,0,1
2,0.147887323943662,1655,2
1,1,0,1
2,0.180451127819549,122.647093227898,2
2,0.206388206388206,9.31743162791816,2
1,1,0,1
2,0.162948593598448,116.708007562982,2
1,1,0,1
6,0.228882833787466,1863.64316128569,6
5,0.232365145228216,410.32115162546,5
1,1,0,1
2,1,1,2
1,0.1344,0,1
2,0.206134969325153,194.351146248067,2
1,1,0,1
1,0.105065666041276,0,1
3,0.174636174636175,228.024753855269,3
3,0.183406113537118,1343.66583258351,3
1,0.146724890829694,0,1
4,0.205882352941176,656.165242872786,4
2,0.212121212121212,186.232353520291,2
3,0.223107569721116,169.629893251537,3
2,0.209737827715356,62.1518637849599,2
5,0.231724137931034,349.295539638245,5
8,0.207151664611591,1214.74341300403,8
4,0.207920792079208,215.421672178019,4
1,0.114519427402863,0,1
4,0.218465539661899,99.4199828498876,4
1,0.304347826086957,0,1
10,0.238636363636364,1092.60544195225,10
4,0.206896551724138,2333.70356431164,4
1,0.12565445026178,0,1
2,0.205128205128205,730.793222588142,2
6,0.23013698630137,1777.53500687861,6
2,0.192660550458716,73.0462930196341,2
1,0.117564730580826,0,1
1,0.146724890829694,0,1
1,1,0,1
3,0.197647058823529,156.880147513369,3
3,0.227951153324288,456.267145524645,3
3,0.198347107438017,447.844792138681,3
1,0.149466192170818,0,1
6,0.234309623430962,483.259609993787,6
1,1,0,1
2,0.211853720050441,79.5849373089234,2
2,0.192881745120551,270.052160332198,2
3,0.212389380530973,427.101582570637,3
5,0.230769230769231,2056.10363489681,5
2,0.173913043478261,259.127943673158,2
4,0.218465539661899,1274.4134143959,4
5,0.214285714285714,81.2339238413358,5
1,0.304347826086957,0,1
2,0.197879858657244,2.2428626795364,2
4,0.219321148825065,1131.26823164762,4
1,0.168844221105528,0,1
1,0.105065666041276,0,1
1,0.259259259259259,0,1
3,0.19557625145518,481.032456908599,3
3,0.171428571428571,273.873926210227,3
4,0.204131227217497,2237.53849257126,4
7,0.231086657496561,1040.64456172136,7
4,0.216774193548387,549.539662608618,4
2,0.19672131147541,2281.24177646675,2
5,0.181621621621622,3890.57277604498,5
13,0.258461538461538,3820.26025185174,13
2,0.177028451001054,22.4415854369951,2
2,0.177028451001054,22.4415854369951,2
1,0.6,0,1
1,0.183606557377049,0,1
3,0.177777777777778,40.9612154043332,3
2,0.466666666666667,12,2
1,0.119828815977175,0,1
1,1,0,1
9,0.228571428571429,1571.11640144791,9
1,1,0,1
2,0.220183486238532,46.3322660903925,2
1,0.169184290030211,0,1
1,0.156133828996283,0,1
1,0.176842105263158,0,1
1,0.17319587628866,0,1
11,0.24633431085044,3061.13376387737,11
5,0.205378973105134,1911.35228797121,5
1,0.12316715542522,0,1
1,0.165191740412979,0,1
6,0.234965034965035,543.259729442878,6
1,0.666666666666667,0,1
4,0.209737827715356,490.246056313145,4
4,0.183606557377049,383.733625973602,4
1,0.666666666666667,0,1
1,0.157598499061914,0,1
1,0.6,0,1
8,0.178913738019169,3184.9096434285,8
2,0.20462850182704,335,2
5,0.154128440366972,478.986498367225,5
12,0.239316239316239,1729.07739131658,12
2,0.172661870503597,335,2
7,0.234309623430962,700.438129662212,7
1,0.188552188552189,0,1
4,0.223107569721116,141.22886585473,4
3,0.205128205128205,210.208419634229,3
2,0.179871520342612,139.105729192314,2
12,0.24,2231.75875839398,12
3,0.213740458015267,153.722864104438,3
4,0.224598930481283,703.183077124147,4
