Family	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Actinobacteria|Actinobacteria|Glycomycetales|Glycomycetaceae	0.0698689956331878	0.127867018300967	0.0446229361892012	0.0227100681302044	0.0362240092733464	0.0557103064066852	0.00868130914141853	0.0175777816839515	0.0679578661230037	0	0.0165234633179114	0.0180245133381399	0.0551615445232467	0.0308118933908489	0.0248921340856289	0.0478545222523529	0.0627303379596958	0.0160012801024082
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae	0.0698689956331878	0.00799168864381044	0.00743715603153354	0.0227100681302044	0	0.0397930760047752	0.130219637121278	0.035155563367903	0.0594631328576283	0.0597422548433899	0.05783212161269	0.0811103100216294	0.157604412923562	0.0154059466954244	0.0829737802854298	0.0159515074174509	0.0470477534697718	0.104008320665653
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae	0.0174672489082969	0.0239750659314313	0.0223114680946006	0.0227100681302044	0.00724480185466928	0.0159172304019101	0.0173626182828371	0.0175777816839515	0.0254841997961264	0.02560382350431	0.0495703899537343	0.0180245133381399	0.0157604412923562	0.00770297334771222	0.0248921340856289	0.0239272611261764	0.0156825844899239	0.0240019201536123
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae	0.847161572052402	1.16678654199632	0.84039863156329	0.878122634367903	0.557849742809534	0.628730600875448	0.928900078131782	1.08103357356302	0.82398912674142	0.870529999146539	1.04097818902842	0.973323720259553	0.717100078802206	0.585425974426128	1.02887487553933	0.941138937629606	0.760605347761311	1.01608128650292
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae	0.11353711790393	0.135858706944777	0.096683028409936	0.060560181680545	0.0362240092733464	0.0875447672105054	0.121538327979859	0.333977851995078	0.152905198776758	0.1706921566954	0.256113681427627	0.207281903388608	0.12608353033885	0.0770297334771222	0.141055426485231	0.223321103844313	0.11761938367443	0.168013441075286
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae	0.2882096069869	0.335650923040038	0.111557340473003	0.219530658591976	0.0869376222560313	0.437723836052527	0.269120583383974	0.184566707681491	0.152905198776758	0.13655372535632	0.495703899537343	0.369502523431867	0.20488573680063	0.231089200431367	0.240623962827746	0.183442335300686	0.11761938367443	0.17601408112649
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Unassigned	0.0524017467248908	0.143850395588588	0.081808716346869	0.0151400454201363	0.0217344055640078	0.0397930760047752	0.0434065457070926	0.149411144313588	0.0679578661230037	0.05120764700862	0.05783212161269	0.0991348233597693	0.0472813238770686	0.0308118933908489	0.0331895121141719	0.0877332907959802	0.00784129224496197	0.0160012801024082
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae	4.34934497816594	6.44130104691121	4.14249590956418	3.67903103709311	1.80395566181265	4.08276959808993	4.47955551697196	6.2313236069608	6.43051308188923	4.40385764274132	4.99834765366821	4.5872386445566	4.88573680063042	3.87459559389925	4.82077663458347	4.12346466741107	4.95569669881596	5.16041283302664
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae	0.471615720524017	0.495484695916247	0.423917893797412	0.219530658591976	0.108672027820039	0.183048149621966	0.373296293080997	0.298822288627175	0.254841997961264	0.29017666638218	0.214805023132849	0.297404470079308	0.291568163908589	0.154059466954244	0.481247925655493	0.271175626096666	0.290127813063593	0.17601408112649
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Nocardiaceae	0.0873362445414847	0.103891952369536	0.185928900788339	0.00757002271006813	0.0724480185466927	0.0397930760047752	0.0520878548485112	0.105466690103709	0.0509683995922528	0.11094990185201	0.0991407799074686	0.0630857966834895	0.157604412923562	0.0308118933908489	0.190839694656489	0.103684798213431	0.0313651689798479	0.0640051204096328
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Kribbellaceae	0.410480349344978	0.966994325901063	0.557786702365016	0.333080999242998	0.275302470477432	0.382013529645842	0.668460803889226	0.632800140622253	0.535168195718654	0.46940343091235	0.677461996034369	0.657894736842105	0.598896769109535	0.855030041596056	0.564221705940923	0.829478385707449	1.10562220653964	0.592047363789103
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae	1.81659388646288	2.72516582753936	2.95998810055035	2.27857683573051	2.08650293414475	2.51492240350179	1.65813004601094	2.92670065037792	1.88583078491335	1.6215754886063	2.47851949768671	1.9196106705119	1.71788810086682	1.34031736250193	2.37305011616329	2.11357473281225	1.97600564573042	2.04016321305704
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae	0.0524017467248908	0.0239750659314313	0	0.0227100681302044	0	0.0318344608038201	0.0520878548485112	0.0175777816839515	0.0169894665307509	0.01706921566954	0	0.00901225666906993	0.00788022064617809	0.0154059466954244	0.0248921340856289	0	0	0.0160012801024082
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Unassigned	0.122270742358079	0.159833772876209	0.312360553324409	0.0908402725208176	0.115916829674708	0.135296458416236	0.0868130914141853	0.184566707681491	0.169894665307509	0.14508833319109	0.107402511566424	0.108147080028839	0.0551615445232467	0.0924356801725466	0.132758048456688	0.127612059339608	0.0627303379596958	0.120009600768061
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae	5.10043668122271	9.91768560696875	5.42168674698795	8.19833459500378	5.00615808157647	4.87067250298448	4.58373122666898	5.53700123044472	4.0859667006456	4.90739950499275	5.87409120951752	4.89365537130497	8.29787234042553	5.32275458326914	6.28111516760704	6.74748763758175	8.36665882537442	6.52852228178254
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae	3.17903930131004	2.90098297770319	3.27978580990629	2.2558667676003	1.18090270231109	1.86231595702348	2.50889834186995	3.64738969941993	8.45225959904859	4.91593411282752	3.08988764044944	3.22638788752704	4.16863672182821	3.56647665999076	3.39362761367408	6.33274844472803	4.52442562534306	3.40827266181295
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae	0	0.0559418205066731	0	0.0151400454201363	0.00724480185466928	0.0477516912057302	0.0173626182828371	0.0263666725259272	0.0849473326537547	0.01706921566954	0.0247851949768671	0.0811103100216294	0.00788022064617809	0.0154059466954244	0.0497842681712579	0	0.109778091429468	0.0240019201536123
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae	0.768558951965066	0.855110684887717	0.163617432693738	1.24905374716124	0.326016083460117	0.557103064066852	0.520878548485112	0.957989101775356	0.288820931022766	0.785183920798839	0.776602775941837	0.585796683489546	1.10323089046493	1.24788168232938	0.564221705940923	0.941138937629606	1.49768681878774	0.672053764301144
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Unassigned	0.296943231441048	0.695276912011508	0.312360553324409	0.431491294473883	0.0507136129826849	0.397930760047752	0.364614983939578	0.606433468096326	0.365273530411145	0.38405735256465	0.454395241242564	0.315428983417448	0.488573680063042	0.439069480819596	0.414868901427149	0.191418089009411	0.446953657962832	0.552044163533083
Bacteria|Actinobacteria|Actinobacteria|Unassigned|Unassigned	5.83406113537118	8.91073283784864	6.52238583965492	5.72293716881151	3.80352097370137	4.63987266215678	7.27493706050872	7.91000175777817	6.77030241250425	5.81206793547836	6.55155320555188	5.50648882480173	9.38534278959811	9.05869665690957	7.83272485894457	8.29478385707449	6.96306751352623	7.84862789023122
Bacteria|Actinobacteria|Rubrobacteria|Rubrobacterales|Rubrobacteraceae	0.0174672489082969	0.119875329657157	0.0446229361892013	0.0454201362604088	0.00724480185466928	0.0477516912057302	0.112857018838441	0.0791000175777817	0.0339789330615019	0.05120764700862	0.0330469266358229	0.135183850036049	0.0788022064617809	0.0385148667385611	0.0580816461998009	0.0638060296698038	0.109778091429468	0.0480038403072246
Bacteria|Actinobacteria|Thermoleophilia|Gaiellales|Gaiellaceae	0.00873362445414847	0.0399584432190522	0.0148743120630671	0.00757002271006813	0	0.0159172304019101	0.0347252365656741	0.0527333450518545	0.00849473326537547	0.01706921566954	0.0165234633179114	0.0180245133381399	0.00788022064617809	0.00770297334771222	0.0331895121141719	0.0159515074174509	0.0235238767348859	0.0080006400512041
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Solirubrobacteraceae	0.165938864628821	0.127867018300967	0.0669344042838019	0.0227100681302044	0.0941824241107006	0.127337843215281	0.251757965101137	0.140622253471612	0.135915732246007	0.11094990185201	0.156972901520159	0.288392213410238	0.0394011032308905	0.0231089200431367	0.0746764022568868	0.0558302759610783	0.0862542146945817	0.0960076806144492
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Unassigned	0.427947598253275	0.399584432190522	0.156180276662204	0.280090840272521	0.152140838948055	0.612813370473538	0.781317822727667	0.430655651256811	0.365273530411145	0.37552274472988	0.487442167878387	0.693943763518385	0.267927501970055	0.192574333692805	0.257218718884832	0.199393842718137	0.423429781227946	0.272021761740939
Bacteria|Actinobacteria|Thermoleophilia|Unassigned|Unassigned	0.00873362445414847	0.0239750659314313	0	0	0.00724480185466928	0.0159172304019101	0.0173626182828371	0.035155563367903	0.0254841997961264	0	0	0.00901225666906993	0.0157604412923562	0.0231089200431367	0.00829737802854298	0.00797575370872547	0	0.0080006400512041
Bacteria|Actinobacteria|Unassigned|Unassigned|Unassigned	0.873362445414847	1.39055382402302	0.870147255689424	0.991672975018925	0.789683402158951	0.947075208913649	1.89252539282924	1.89840042186676	1.15528372409106	1.50209097891952	1.55320555188367	1.96467195385725	1.59180457052797	1.21706978893853	1.56820444739462	1.14053278034774	1.19971771347918	1.20009600768061
Bacteria|Armatimonadetes|Unassigned|Unassigned|Unassigned	0	0.00799168864381044	0.0148743120630671	0.00757002271006813	0	0.0238758456028651	0.0520878548485112	0.0439444542098787	0.0339789330615019	0.00853460783476999	0.0165234633179114	0.0270367700072098	0.0236406619385343	0.00770297334771222	0.0414868901427149	0.0239272611261764	0.0156825844899239	0.0080006400512041
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae	0.139737991266376	0.0559418205066731	0.0669344042838019	0.060560181680545	0.0217344055640078	0.0716275368085953	0.538241166767949	0.298822288627175	0.492694529391777	0.40112656823419	0.28916060806345	0.243330930064888	0.338849487785658	0.469881374210445	0.348489877198805	0.342957409475195	0.243080059593821	0.160012801024082
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Fulvivirgaceae	0.576419213973799	0.463517941341005	0.12643165253607	0.128690386071158	0.326016083460117	0.0636689216076403	0.208351419394045	0.114255580945685	0.305810397553517	1.2801911752155	0.198281559814937	0.261355443403028	0.394011032308905	0.300415960560776	0.580816461998009	0.550327005902058	0.235238767348859	0.216017281382511
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Unassigned	0.471615720524017	0.19180052745145	0.0743715603153354	0.151400454201363	0.0652032166920235	0.0795861520095503	1.24142720722285	0.606433468096326	0.849473326537547	0.879064606981309	0.80964970257766	0.576784426820476	0.66193853427896	0.708673547989524	0.813143046797212	0.869357154251077	0.345016858778327	0.648051844147532
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	1.50218340611354	1.65427954926876	6.81987208091626	2.33156699470098	4.1730058682895	1.78272980501393	1.38032815348555	6.521357004746	6.10771321780496	4.44653068191517	1.85062789160608	1.87454938716655	3.4909377462569	3.92081343398552	2.51410554264852	1.50741745094911	3.41096212655846	4.12833026642131
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae	0	0.0239750659314313	0.00743715603153354	0.0151400454201363	0.00724480185466928	0.00795861520095503	0.0173626182828371	0.105466690103709	0.0594631328576283	0.0597422548433899	0.0495703899537343	0.0180245133381399	0.0157604412923562	0	0.0497842681712579	0.207369596426862	0.0235238767348859	0.0160012801024082
Bacteria|Bacteroidetes|Unassigned|Unassigned|Unassigned	0.270742358078603	0.103891952369536	0.12643165253607	0.196820590461771	0.130406433384047	0.0716275368085953	0.277801892525393	0.254877834417297	0.501189262657153	0.33284970555603	0.247851949768672	0.315428983417448	0.260047281323877	0.377445694037899	0.331895121141719	0.295102887222843	0.313651689798479	0.256020481638531
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned	0	0	0.0148743120630671	0.0151400454201363	0.123161631529378	0.00795861520095503	0	0.0878889084197574	0	0.01706921566954	0.0165234633179114	0	0	0	0.0331895121141719	0.00797575370872547	0	0.0480038403072246
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Oscillochloridaceae	0.0786026200873362	0.103891952369536	0.0223114680946006	0.060560181680545	0.0652032166920235	0.0557103064066852	0.0607691639899297	0.0263666725259272	0.0849473326537547	0.01706921566954	0.0413086582947786	0.0180245133381399	0.0788022064617809	0.0616237867816977	0.0414868901427149	0.0478545222523529	0.0235238767348859	0.0720057604608369
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae	0	0	0	0.00757002271006813	0.00724480185466928	0.0318344608038201	0.0347252365656741	0.035155563367903	0	0.02560382350431	0.156972901520159	0.00901225666906993	0.00788022064617809	0.0231089200431367	0	0.0797575370872547	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1	0.890829694323144	0.863102373531527	0.46110367395508	0.522331566994701	0.311526479750779	0.835654596100279	2.70856845212258	1.29196695377043	1.61399932042134	1.75812921396262	0.941837409120952	3.51478010093727	0.449172576832151	0.308118933908489	0.589113840026552	0.406763439144999	0.290127813063593	0.576046083686695
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_2	0.0262008733624454	0	0	0	0.00724480185466928	0	0.156263564545533	0.0175777816839515	0.0849473326537547	0.00853460783476999	0.00826173165895572	0.0180245133381399	0	0	0.00829737802854298	0	0	0.0240019201536123
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1	0.331877729257642	0.271717413889555	0.401606425702811	2.28614685844058	0.115916829674708	0.358137684042977	1.63208611858668	0.834944629987695	0.35677879714577	1.29726039088504	0.23132848645076	0.585796683489546	0.157604412923562	0.123247573563395	0.199137072685032	0.151539320465784	0.148984552654277	0.144011520921674
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_2	0.0174672489082969	0.0319667545752418	0.0371857801576677	0.0302800908402725	0.0144896037093386	0.0397930760047752	0.0260439274242556	0.0878889084197574	0	0.00853460783476999	0.00826173165895572	0.00901225666906993	0.00788022064617809	0	0.00829737802854298	0.00797575370872547	0	0.0080006400512041
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae	0.0436681222707424	0.0399584432190522	0.0223114680946006	0.0454201362604088	0.0144896037093386	0.0318344608038201	0.0781317822727667	0.0175777816839515	0.0509683995922528	0.00853460783476999	0.107402511566424	0.243330930064888	0.0157604412923562	0.0231089200431367	0.0248921340856289	0.0159515074174509	0.0313651689798479	0.0320025602048164
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae_1	0.00873362445414847	0.0159833772876209	0.0148743120630671	0.00757002271006813	0	0.0159172304019101	0	0	0.0339789330615019	0.00853460783476999	0	0.0450612833453497	0	0	0.00829737802854298	0.0239272611261764	0	0.0240019201536123
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae_2	0.0349344978165939	0.0639335091504835	0.0223114680946006	0.0529901589704769	0.0217344055640078	0.00795861520095503	0.0260439274242556	0.105466690103709	0.0254841997961264	0.02560382350431	0.05783212161269	0.0540735400144196	0	0	0.0331895121141719	0.0239272611261764	0.00784129224496197	0.0640051204096328
Bacteria|Firmicutes|Bacilli|Bacillales|Unassigned	0.0611353711790393	0.0799168864381044	0.0371857801576677	0.257380772142316	0.0362240092733464	0.183048149621966	0.112857018838441	0.140622253471612	0.0849473326537547	0.03413843133908	0.0743555849306015	0.153208363374189	0.0472813238770686	0.0308118933908489	0.116163292399602	0.103684798213431	0.0313651689798479	0.0320025602048164
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1	0	0.295692479820986	0.0148743120630671	0.00757002271006813	0.00724480185466928	0	0.0347252365656741	0	0.0764525993883792	0	0.00826173165895572	0.00901225666906993	0	0	0	0	0	0.0720057604608369
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	0	0.119875329657157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0880070405632451
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	0	0	0.0148743120630671	0.00757002271006813	0.00724480185466928	0.00795861520095503	0.0173626182828371	0.00878889084197574	0.00849473326537547	0.00853460783476999	0.00826173165895572	0.0630857966834895	0	0.0154059466954244	0	0.00797575370872547	0.00784129224496197	0.0160012801024082
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae	0.0436681222707424	0.0479501318628626	0.0223114680946006	0.0529901589704769	0.0217344055640078	0.0477516912057302	0.0868130914141853	0.0527333450518545	0.0764525993883792	0.0597422548433899	0.0908790482485129	0.135183850036049	0.0709219858156028	0.06932676012941	0.0746764022568868	0.303078640931568	0.101936799184506	0.152012160972878
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Lacipirellulaceae	0	0.0479501318628626	0.00743715603153354	0	0	0.00795861520095503	0.0694504731313482	0.131833362629636	0.0424736663268773	0.00853460783476999	0.0413086582947786	0.0720980533525595	0.0157604412923562	0.00770297334771222	0.00829737802854298	0.0478545222523529	0	0
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Pirellulaceae	0.00873362445414847	0	0.00743715603153354	0	0	0.0238758456028651	0.0347252365656741	0.0175777816839515	0	0.02560382350431	0.0413086582947786	0.0450612833453497	0.00788022064617809	0	0.00829737802854298	0.0159515074174509	0.0156825844899239	0
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Unassigned	0	0.0799168864381044	0.0148743120630671	0.0151400454201363	0	0	0.138900946262696	0.263666725259272	0.127420998980632	0.05120764700862	0.0743555849306015	0.108147080028839	0.0788022064617809	0.0770297334771222	0.0829737802854298	0.0319030148349019	0.0627303379596958	0.0240019201536123
Bacteria|Planctomycetes|Planctomycetacia|Unassigned|Unassigned	0.00873362445414847	0.0319667545752418	0.0520600922207348	0.00757002271006813	0	0.00795861520095503	0.130219637121278	0.140622253471612	0.0679578661230037	0.00853460783476999	0.0247851949768672	0.108147080028839	0.0394011032308905	0.0385148667385611	0.0663790242283439	0.0239272611261764	0.00784129224496197	0.0240019201536123
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae	1.20524017467249	0.951010948613442	1.13788487282463	1.00681302043906	1.34028834311382	1.36092319936331	0.902856150707527	0.931622429249429	0.509683995922528	0.691303234616369	1.14011896893589	0.892213410237924	0.8274231678487	1.00138653520259	0.721871888483239	0.869357154251077	0.799811808986121	0.856068485478838
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae	0.0611353711790393	0.0399584432190522	0.00743715603153354	0.0151400454201363	0	0.0238758456028651	0.0607691639899297	0.0791000175777817	0.0254841997961264	0.05120764700862	0	0.0811103100216294	0.0394011032308905	0.00770297334771222	0.0414868901427149	0.0319030148349019	0.0784129224496197	0.0400032002560205
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Boseaceae	0.200873362445415	0.0719251977942939	0.572661014428083	0.136260408781226	0.470912120553503	0.262634301631516	0.121538327979859	0.307611179469151	0.0934420659191301	0.16215754886063	0.256113681427627	0.108147080028839	0.267927501970055	0.13865352025882	0.141055426485231	0.271175626096666	0.486160119187642	0.240019201536123
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae	2	2.46144010229361	2.17164956120779	1.68811506434519	1.88364848221401	2.33187425387983	2.717249761264	1.78414484092108	1.55453618756371	1.57890244943245	2.26371447455387	2.26207642393655	1.64696611505122	1.48667385610846	2.0660471291072	2.13750199393843	1.81133850858622	2.13617089367149
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Devosiaceae	1.01310043668122	0.775193798449612	1.2420050572661	0.893262679788039	2.08650293414475	1.3450059689614	0.625054258182134	1.08982246440499	0.492694529391777	0.631560979772979	0.768341044282882	0.630857966834895	0.449172576832151	0.577723001078416	0.622303352140724	0.638060296698038	0.776287932251235	0.872069765581246
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae	0.85589519650655	0.743227043874371	1.11557340473003	0.658591975775927	0.528870535390857	0.708316752884998	1.05911971525306	0.729477939883987	0.416241930003398	0.640095587607749	0.760079312623926	0.910237923576063	0.449172576832151	0.431366507471884	0.531032193826751	0.454617961397352	0.368540735513213	0.792063365069205
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae	0.0611353711790393	0.0879085750819148	0.0148743120630671	0.0529901589704769	0.0434688111280156	0.0557103064066852	0.130219637121278	0.0439444542098787	0.0594631328576283	0.0938806861824699	0.0495703899537343	0.207281903388608	0.0315208825847124	0.0462178400862733	0.0248921340856289	0.0478545222523528	0.0392064612248098	0.080006400512041
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae	0.524017467248908	0.527451450491489	0.438792205860479	0.704012112036336	0.673766572484243	0.819737365698369	0.442746766212345	0.333977851995078	0.492694529391777	0.40112656823419	0.495703899537343	0.459625090122567	0.520094562647754	0.616237867816977	0.381679389312977	0.638060296698038	0.642985964086881	0.456036482918634
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae	2.49781659388646	1.75017981299449	3.62189498735683	3.30809992429977	4.62942838513367	3.15957023477915	1.76230575570796	2.14448936544208	1.70744138634047	2.3896901937356	2.93291473892928	2.81182408074982	1.70212765957447	2.54198120474503	1.72585462993694	2.02584144201627	2.84638908492119	1.92015361228898
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Unassigned	3.66812227074236	3.63621833293375	5.10188903763201	5.11733535200606	3.78178656813736	4.24990051730999	4.22779755187082	3.49797855510635	2.12368331634387	3.14927029103013	3.8251817580965	3.46070656092285	2.57683215130024	2.68063472500385	3.45170925987388	2.98293188706333	2.98753234533051	3.24825986078886
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Reyranellaceae	0.148471615720524	0.17581715016383	0.215677524914473	0.113550340651022	0.0289792074186771	0.206923995224831	0.225714037676882	0.114255580945685	0.152905198776758	0.14508833319109	0.107402511566424	0.207281903388608	0.12608353033885	0.0847327068248344	0.141055426485231	0.0957090445047057	0.0627303379596958	0.080006400512041
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae	0.0786026200873362	0.0319667545752418	0.0669344042838019	0.0302800908402725	0.0217344055640078	0.0477516912057302	0.104175709697022	0.00878889084197574	0.0254841997961264	0.04267303917385	0.0247851949768671	0.0180245133381399	0.0315208825847124	0.0231089200431367	0.016594756057086	0.0239272611261764	0.00784129224496197	0.0320025602048164
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Unassigned	0.331877729257642	0.407576120834332	0.133868808567604	0.189250567751703	0.108672027820039	0.143255073617191	0.677142113030645	0.527333450518545	0.475705062861026	0.39259196039942	0.421348314606742	0.504686373467916	0.433412135539795	0.261901093822215	0.423166279455692	0.358908916892646	0.235238767348859	0.280022401792143
Bacteria|Proteobacteria|Alphaproteobacteria|Sneathiellales|Sneathiellaceae	0.0436681222707424	0.0559418205066731	0.0297486241261342	0.0302800908402725	0.0652032166920235	0.0397930760047752	0.0347252365656741	0.0527333450518545	0.00849473326537547	0.03413843133908	0.0660938532716457	0.0630857966834895	0.0788022064617809	0.0770297334771222	0.0414868901427149	0.191418089009411	0.0862542146945817	0.0960076806144492
